amount,created_on,user_id,id,date,weekday
406.3830780061497,2014-02-14 18:06:08,829,34,2014-02-14,4
203.55758611182068,2014-02-17 05:26:03,144,35,2014-02-17,0
555.6853899709585,2014-02-19 22:32:02,3182,36,2014-02-19,2
718.8622992811928,2014-02-24 07:24:19,3182,37,2014-02-24,0
1366.3951796984668,2014-02-25 02:12:40,2075,38,2014-02-25,1
149.3630123687766,2014-02-26 03:43:27,144,39,2014-02-26,2
139.12008556830446,2014-02-27 17:04:36,144,40,2014-02-27,3
553.728073876621,2014-02-27 13:07:39,3182,41,2014-02-27,3
119.43961057157803,2014-03-03 11:53:08,88,42,2014-03-03,0
786.0535559395056,2014-03-06 06:16:29,968,43,2014-03-06,3
1387.2674836816195,2014-03-07 15:28:13,3399,44,2014-03-07,4
827.0701199171623,2014-03-10 22:43:54,268,45,2014-03-10,0
406.8867298735923,2014-03-10 05:29:21,2250,46,2014-03-10,0
1535.4980327491928,2014-03-12 12:16:39,331,47,2014-03-12,2
105.04178273763675,2014-03-12 09:57:18,1564,48,2014-03-12,2
609.9791033629665,2014-03-12 19:55:00,3182,49,2014-03-12,2
39.94515277789881,2014-03-15 14:55:59,144,50,2014-03-15,5
287.5417569024904,2014-03-16 22:10:49,1652,51,2014-03-16,6
424.59340436210124,2014-03-18 22:11:35,1220,52,2014-03-18,1
398.54796709916144,2014-03-19 07:09:22,3343,53,2014-03-19,2
925.3063002954508,2014-03-21 05:46:59,3182,54,2014-03-21,4
60.76544570726226,2014-04-01 11:29:28,1564,55,2014-04-01,1
4.5,2014-04-02 14:15:05,1564,56,2014-04-02,2
1389.2399994684972,2014-04-02 14:14:44,2155,57,2014-04-02,2
240.51678835851945,2014-04-06 21:57:49,144,58,2014-04-06,6
97.47732496538717,2014-04-07 11:03:54,144,59,2014-04-07,0
2140.0171738795443,2014-04-08 14:09:16,2155,60,2014-04-08,1
109.4649518942297,2014-04-12 22:08:00,144,61,2014-04-12,5
19.837334580111275,2014-04-13 14:22:06,957,62,2014-04-13,6
144.92923691228657,2014-04-14 22:42:21,144,63,2014-04-14,0
2873.6198289798967,2014-04-15 02:27:08,2546,64,2014-04-15,1
1491.976257424945,2014-04-16 11:44:56,934,65,2014-04-16,2
740.0724297390727,2014-04-19 09:16:19,514,66,2014-04-19,5
160.4980490453005,2014-04-22 05:43:20,2285,67,2014-04-22,1
967.3595262243872,2014-04-23 11:47:00,342,68,2014-04-23,2
1547.546265444082,2014-04-23 01:37:19,934,69,2014-04-23,2
512.8095883246197,2014-04-24 11:45:24,172,70,2014-04-24,3
403.2296526533389,2014-04-24 00:24:48,3343,71,2014-04-24,3
843.2972787124659,2014-04-26 14:52:36,574,72,2014-04-26,5
1090.6693138449652,2014-04-26 20:52:17,2155,73,2014-04-26,5
122.44791932322119,2014-04-27 17:41:28,829,74,2014-04-27,6
951.7555170841173,2014-04-28 16:23:43,661,75,2014-04-28,0
1399.4484592696137,2014-04-29 09:17:33,3491,76,2014-04-29,1
1415.3158444964486,2014-04-30 22:57:53,159,77,2014-04-30,2
927.2609700766974,2014-04-30 16:31:20,342,78,2014-04-30,2
524.6501365923014,2014-05-03 07:54:13,2089,79,2014-05-03,5
321.1943829610527,2014-05-03 09:06:25,3343,80,2014-05-03,5
150.24774881921797,2014-05-04 15:47:43,144,81,2014-05-04,6
266.64791664743456,2014-05-04 02:26:55,2385,82,2014-05-04,6
1570.8159652905824,2014-05-04 10:07:18,2546,83,2014-05-04,6
1200.71783023862,2014-05-05 22:59:20,514,84,2014-05-05,0
423.83813894689524,2014-05-05 23:01:17,3343,85,2014-05-05,0
1347.6872684398745,2014-05-07 03:51:48,1825,86,2014-05-07,2
466.076041550486,2014-05-11 06:52:55,212,87,2014-05-11,6
319.4917214303542,2014-05-11 13:17:22,3343,88,2014-05-11,6
886.5842190017158,2014-05-17 00:38:02,574,89,2014-05-17,5
41.423469742249495,2014-05-18 15:48:30,957,90,2014-05-18,6
768.1645798277184,2014-05-21 18:05:07,869,91,2014-05-21,2
118.12228833518031,2014-05-22 05:17:59,144,92,2014-05-22,3
365.50922962355463,2014-05-22 12:07:55,223,93,2014-05-22,3
1055.0161540210718,2014-05-23 08:57:41,1855,94,2014-05-23,4
748.6208852230543,2014-05-28 21:57:42,1855,95,2014-05-28,2
1058.301389808932,2014-05-28 01:20:04,1939,96,2014-05-28,2
405.2885770522591,2014-05-31 23:02:03,212,97,2014-05-31,5
1379.1243467895438,2014-06-01 10:19:56,934,98,2014-06-01,6
76.03870811862535,2014-06-01 08:47:22,2680,99,2014-06-01,6
1904.749370584758,2014-06-02 01:45:55,934,100,2014-06-02,0
686.1535001918812,2014-06-02 08:10:30,2608,101,2014-06-02,0
156.88714963569845,2014-06-05 13:34:14,144,102,2014-06-05,3
938.5481737638765,2014-06-05 02:08:26,342,103,2014-06-05,3
510.1797493602072,2014-06-06 16:30:03,2250,104,2014-06-06,4
944.8482640791686,2014-06-07 03:12:11,1402,105,2014-06-07,5
1285.353506267475,2014-06-08 10:10:39,159,106,2014-06-08,6
15.703788043394225,2014-06-08 20:07:37,957,107,2014-06-08,6
449.7572960659775,2014-06-08 20:29:11,2793,108,2014-06-08,6
662.5312595958482,2014-06-10 05:10:31,223,109,2014-06-10,1
1163.607312270457,2014-06-10 19:40:18,869,110,2014-06-10,1
1947.1322098449123,2014-06-10 12:30:11,1402,111,2014-06-10,1
1254.8741513044868,2014-06-11 22:26:22,1402,112,2014-06-11,2
1730.6336059689575,2014-06-11 14:41:29,3117,113,2014-06-11,2
189.64253678470246,2014-06-14 22:20:04,633,114,2014-06-14,5
198.84525707551498,2014-06-14 05:25:32,1652,115,2014-06-14,5
210.35734661553693,2014-06-16 22:12:52,144,116,2014-06-16,0
1588.4612297159276,2014-06-16 09:56:19,2155,117,2014-06-16,0
1790.022886026969,2014-06-17 03:11:08,1402,118,2014-06-17,1
156.69135002889317,2014-06-17 09:10:51,2285,119,2014-06-17,1
780.8998760785131,2014-06-17 21:32:31,2796,120,2014-06-17,1
2831.315984135714,2014-06-20 19:21:08,2546,121,2014-06-20,4
148.1467185469265,2014-06-21 07:34:46,1808,122,2014-06-21,5
71.76585347874645,2014-06-21 04:31:56,1836,123,2014-06-21,5
677.5961339526361,2014-06-21 02:40:22,3399,124,2014-06-21,5
269.75955615938153,2014-06-22 07:27:41,2644,125,2014-06-22,6
853.4515323850987,2014-06-25 05:12:31,2066,126,2014-06-25,2
2440.20751682591,2014-06-27 09:36:32,2812,127,2014-06-27,4
244.9352607286337,2014-06-30 21:02:46,1836,128,2014-06-30,0
933.0982237357425,2014-07-01 14:34:19,2608,129,2014-07-01,1
315.58853315204334,2014-07-03 15:32:40,223,130,2014-07-03,3
1263.6670692238629,2014-07-03 07:33:32,2155,131,2014-07-03,3
282.91702307470734,2014-07-04 15:56:31,1421,132,2014-07-04,4
529.6995958277065,2014-07-05 00:29:19,1187,133,2014-07-05,5
128.47486984538094,2014-07-06 10:01:49,144,134,2014-07-06,6
54.359358271003295,2014-07-06 19:24:36,957,135,2014-07-06,6
1492.1488492362987,2014-07-07 19:05:28,1402,136,2014-07-07,0
224.218416972916,2014-07-07 13:21:22,1808,137,2014-07-07,0
235.90639656879134,2014-07-08 21:41:52,144,138,2014-07-08,1
222.43827212832355,2014-07-13 20:10:49,1421,139,2014-07-13,6
1280.0120898562216,2014-07-13 19:27:30,1963,140,2014-07-13,6
244.0898384121861,2014-07-13 00:41:41,2644,141,2014-07-13,6
2040.7264813697159,2014-07-14 00:00:08,432,142,2014-07-14,0
841.64304389401,2014-07-15 12:48:00,212,143,2014-07-15,1
2178.235822316767,2014-07-15 10:07:21,2155,144,2014-07-15,1
2428.8268192401583,2014-07-15 06:48:36,3219,145,2014-07-15,1
135.57718862475684,2014-07-17 22:40:37,3088,146,2014-07-17,3
90.7266436684502,2014-07-18 22:19:15,957,147,2014-07-18,4
480.11951710227254,2014-07-18 14:45:55,1652,148,2014-07-18,4
1981.7263497782137,2014-07-18 20:52:34,1890,149,2014-07-18,4
99.9573372931221,2014-07-19 22:44:14,1374,150,2014-07-19,5
1171.2361285273275,2014-07-23 13:41:47,1402,151,2014-07-23,2
175.1497974025215,2014-07-24 00:05:54,144,152,2014-07-24,3
81.12898301204052,2014-07-24 15:51:29,1836,153,2014-07-24,3
1004.5808097100273,2014-07-26 09:09:37,416,154,2014-07-26,5
77.86625932375779,2014-07-27 23:27:21,3088,155,2014-07-27,6
1182.7056744499116,2014-07-28 14:02:58,514,156,2014-07-28,0
550.7565436682413,2014-07-30 06:26:41,2796,157,2014-07-30,2
956.1039878673494,2014-08-01 02:31:14,2796,158,2014-08-01,4
591.1095374091616,2014-08-01 04:47:34,3377,159,2014-08-01,4
482.3905406118963,2014-08-02 20:24:33,1187,160,2014-08-02,5
351.2074308395005,2014-08-02 12:17:05,2817,161,2014-08-02,5
904.1351187398909,2014-08-04 07:48:07,2260,162,2014-08-04,0
1100.4001783736835,2014-08-08 04:36:32,2260,163,2014-08-08,4
27.671170108577314,2014-08-08 13:24:22,2285,164,2014-08-08,4
2061.371267002185,2014-08-08 23:56:04,2628,165,2014-08-08,4
636.8140921932074,2014-08-10 14:11:49,1451,166,2014-08-10,6
224.4908444266549,2014-08-11 04:46:13,144,167,2014-08-11,0
2665.807051778079,2014-08-12 23:57:57,650,168,2014-08-12,1
634.3733267626184,2014-08-13 17:08:52,104,169,2014-08-13,2
370.6718616555015,2014-08-13 06:26:34,829,170,2014-08-13,2
827.6474221946797,2014-08-13 22:13:31,2066,171,2014-08-13,2
333.3273336005866,2014-08-13 15:23:24,2644,172,2014-08-13,2
1183.2123045626306,2014-08-14 22:53:29,1402,173,2014-08-14,3
991.9151698005627,2014-08-15 17:51:40,84,174,2014-08-15,4
517.8554933699104,2014-08-15 02:34:16,223,175,2014-08-15,4
253.88317376574918,2014-08-15 08:39:25,1421,176,2014-08-15,4
502.38120861235825,2014-08-15 19:30:20,2385,177,2014-08-15,4
380.9424536749443,2014-08-16 06:45:02,212,178,2014-08-16,5
645.4138837359393,2014-08-16 22:10:12,2066,179,2014-08-16,5
238.6292072213471,2014-08-17 12:13:03,1421,180,2014-08-17,6
546.0258004358598,2014-08-17 05:10:17,1451,181,2014-08-17,6
1031.3636797766208,2014-08-17 18:03:00,1890,182,2014-08-17,6
101.5407489355996,2014-08-18 21:35:34,2899,183,2014-08-18,0
580.8191617918857,2014-08-19 11:55:32,895,184,2014-08-19,1
687.5121111975667,2014-08-20 08:34:30,104,185,2014-08-20,2
334.0402661459371,2014-08-21 04:28:08,223,186,2014-08-21,3
530.1271320490358,2014-08-23 17:05:01,661,187,2014-08-23,5
125.29091856688072,2014-08-23 01:31:40,1808,188,2014-08-23,5
863.8225946081886,2014-08-23 22:58:57,1939,189,2014-08-23,5
311.580829684901,2014-08-24 23:46:05,223,190,2014-08-24,6
323.9375079113457,2014-08-24 21:16:17,1767,191,2014-08-24,6
2034.7209611836809,2014-08-25 18:11:24,650,192,2014-08-25,0
51.57236544963003,2014-08-25 23:17:13,1407,193,2014-08-25,0
378.7180641014473,2014-08-25 10:21:34,2385,194,2014-08-25,0
1710.9886098078284,2014-08-26 19:12:52,1939,195,2014-08-26,1
469.692932141532,2014-08-26 17:56:09,2644,196,2014-08-26,1
947.7384608314111,2014-08-27 07:35:15,1704,197,2014-08-27,2
572.7788207946751,2014-08-28 00:32:21,104,198,2014-08-28,3
1309.5982561090086,2014-08-28 22:18:23,159,199,2014-08-28,3
1165.7973220678095,2014-08-30 23:06:22,934,200,2014-08-30,5
108.55130417766345,2014-08-31 13:32:50,2899,201,2014-08-31,6
455.2361496180564,2014-09-01 12:23:53,431,202,2014-09-01,0
718.5981303187015,2014-09-01 23:10:52,1771,203,2014-09-01,0
38.90248500825993,2014-09-01 01:38:52,2244,204,2014-09-01,0
1056.7636746910903,2014-09-01 19:38:22,3399,205,2014-09-01,0
860.6522971323418,2014-09-02 01:37:47,212,206,2014-09-02,1
560.2368290694775,2014-09-02 18:22:12,895,207,2014-09-02,1
1257.4688695589987,2014-09-02 18:48:00,2075,208,2014-09-02,1
596.2473158897188,2014-09-03 00:30:07,1187,209,2014-09-03,2
874.23982435503,2014-09-03 01:19:15,2066,210,2014-09-03,2
1074.3397800721086,2014-09-03 17:53:45,3083,211,2014-09-03,2
326.49441668609995,2014-09-04 01:19:14,1512,212,2014-09-04,3
1097.9162975819397,2014-09-05 05:26:17,104,213,2014-09-05,4
126.14525713947404,2014-09-06 08:42:31,144,214,2014-09-06,5
334.61060516916126,2014-09-06 13:13:28,223,215,2014-09-06,5
986.8208189707096,2014-09-06 06:18:30,1402,216,2014-09-06,5
156.1412093762325,2014-09-06 22:13:35,1421,217,2014-09-06,5
99.39123083721601,2014-09-06 04:05:52,3115,218,2014-09-06,5
747.7973203460263,2014-09-07 15:35:15,1524,219,2014-09-07,6
1082.5658314973957,2014-09-08 23:41:53,2445,220,2014-09-08,0
86.69325411875703,2014-09-09 04:54:57,1564,221,2014-09-09,1
903.965892871773,2014-09-09 20:34:21,1810,222,2014-09-09,1
2300.817038055127,2014-09-09 09:59:40,2812,223,2014-09-09,1
92.81194504172178,2014-09-10 09:50:31,264,224,2014-09-10,2
621.7292157580025,2014-09-10 00:03:04,869,225,2014-09-10,2
933.6079248802127,2014-09-10 19:10:35,1244,226,2014-09-10,2
1289.907498922233,2014-09-10 05:15:54,1402,227,2014-09-10,2
198.132744156467,2014-09-10 19:07:41,1808,228,2014-09-10,2
540.1382775694037,2014-09-11 21:12:33,1345,229,2014-09-11,3
1174.5181528369976,2014-09-12 03:31:09,1451,230,2014-09-12,4
211.911335347592,2014-09-12 22:21:33,2687,231,2014-09-12,4
177.70013706734062,2014-09-14 17:23:13,144,232,2014-09-14,6
492.0668893440452,2014-09-14 07:18:02,1265,233,2014-09-14,6
45.10110970495373,2014-09-14 01:16:26,1564,234,2014-09-14,6
1294.7080542216993,2014-09-14 00:46:52,2155,235,2014-09-14,6
2110.945058573436,2014-09-15 09:04:25,650,236,2014-09-15,0
230.98736982094664,2014-09-15 14:35:40,1421,237,2014-09-15,0
843.0372903841967,2014-09-15 09:39:51,1451,238,2014-09-15,0
2223.4527486045786,2014-09-16 11:38:09,2812,239,2014-09-16,1
487.94897814204006,2014-09-16 01:12:10,3343,240,2014-09-16,1
629.2062615023704,2014-09-17 12:23:19,104,241,2014-09-17,2
1677.9498435272567,2014-09-19 16:54:50,1939,242,2014-09-19,4
997.6605557483217,2014-09-19 00:44:26,2052,243,2014-09-19,4
858.4113019878868,2014-09-21 15:56:57,1244,244,2014-09-21,6
510.4089564498981,2014-09-21 02:55:05,3182,245,2014-09-21,6
5.5,2014-09-22 09:43:20,264,246,2014-09-22,0
1563.373645653078,2014-09-22 09:21:52,2155,247,2014-09-22,0
362.82644719600916,2014-09-23 12:14:36,144,248,2014-09-23,1
833.351329585905,2014-09-23 06:32:45,172,249,2014-09-23,1
1914.59553696915,2014-09-23 20:51:26,1402,250,2014-09-23,1
2107.392573045012,2014-09-23 21:18:03,2155,251,2014-09-23,1
2275.4158271745123,2014-09-23 22:37:45,2812,252,2014-09-23,1
50.96834553482065,2014-09-23 02:55:29,3115,253,2014-09-23,1
93.5593486033118,2014-09-24 23:18:03,1374,254,2014-09-24,2
30.47014445784039,2014-09-24 06:36:13,1650,255,2014-09-24,2
443.58265668245326,2014-09-24 14:54:37,2407,256,2014-09-24,2
1055.2006617784632,2014-09-25 14:42:34,3083,257,2014-09-25,3
1075.7138236963183,2014-09-26 16:08:09,84,258,2014-09-26,4
107.37268217473365,2014-09-27 00:06:55,144,259,2014-09-27,5
131.0646861855779,2014-09-27 09:09:02,2649,260,2014-09-27,5
91.69206573907103,2014-09-28 22:27:02,957,261,2014-09-28,6
922.2725444692246,2014-09-29 11:23:01,137,262,2014-09-29,0
1710.8910499563121,2014-10-01 03:55:02,650,263,2014-10-01,2
36.047312563365,2014-10-01 03:45:59,957,264,2014-10-01,2
417.7424252680467,2014-10-01 06:54:00,1062,265,2014-10-01,2
174.93690704153724,2014-10-02 16:31:29,144,266,2014-10-02,3
1277.4673396911926,2014-10-03 04:56:46,869,267,2014-10-03,4
1314.3613640166263,2014-10-03 00:55:23,2260,268,2014-10-03,4
1216.9672036932309,2014-10-04 12:38:11,934,269,2014-10-04,5
687.8196029775884,2014-10-04 12:56:58,995,270,2014-10-04,5
1181.8010614198145,2014-10-04 02:57:12,3219,271,2014-10-04,5
671.7524694880169,2014-10-05 20:05:45,1810,272,2014-10-05,6
655.7601650414452,2014-10-05 05:57:28,2947,273,2014-10-05,6
1154.7577352504063,2014-10-05 04:10:54,3302,274,2014-10-05,6
972.1717787928336,2014-10-06 07:31:49,137,275,2014-10-06,0
401.89398034094654,2014-10-06 10:42:47,223,276,2014-10-06,0
1000.530624943276,2014-10-06 03:48:19,2433,277,2014-10-06,0
203.20126417812838,2014-10-07 08:31:03,1836,278,2014-10-07,1
1251.8657215341477,2014-10-07 20:23:43,2075,279,2014-10-07,1
1033.3027946684124,2014-10-08 03:04:18,1939,280,2014-10-08,2
1003.4997412284526,2014-10-09 23:57:35,614,281,2014-10-09,3
773.2560429873662,2014-10-10 10:41:21,212,282,2014-10-10,4
2436.243559008659,2014-10-10 07:50:25,2155,283,2014-10-10,4
651.0266154045154,2014-10-11 20:04:27,2249,284,2014-10-11,5
794.0563973799694,2014-10-12 04:17:02,3399,285,2014-10-12,6
1268.1331352690393,2014-10-14 02:42:33,137,286,2014-10-14,1
944.7090156208143,2014-10-14 01:55:05,2608,287,2014-10-14,1
1111.1170414202559,2014-10-15 12:11:15,614,288,2014-10-15,2
86.08238211839188,2014-10-15 08:42:19,1565,289,2014-10-15,2
866.7688955537598,2014-10-16 22:56:16,514,290,2014-10-16,3
834.9580281915767,2014-10-16 21:32:13,1704,291,2014-10-16,3
431.6702882141685,2014-10-17 04:07:32,1652,292,2014-10-17,4
1358.951198443088,2014-10-18 04:27:25,650,293,2014-10-18,5
346.20137614527084,2014-10-19 00:11:08,677,294,2014-10-19,6
716.2207814496586,2014-10-19 00:53:57,995,295,2014-10-19,6
491.9416489120302,2014-10-19 04:38:38,3069,296,2014-10-19,6
294.21340927107485,2014-10-20 17:38:54,829,297,2014-10-20,0
701.9883890711588,2014-10-21 01:09:04,2795,298,2014-10-21,1
1808.5591300190404,2014-10-22 20:48:28,650,299,2014-10-22,2
755.6800994234253,2014-10-23 01:04:56,137,300,2014-10-23,3
187.71162324713393,2014-10-23 02:46:10,347,301,2014-10-23,3
1037.140936444525,2014-10-23 15:15:46,2328,302,2014-10-23,3
1298.6416946867673,2014-10-24 10:56:21,661,303,2014-10-24,4
45.55644264312615,2014-10-25 14:46:33,144,304,2014-10-25,5
460.96330977418313,2014-10-25 13:18:19,2052,305,2014-10-25,5
481.8874951392753,2014-10-25 04:28:24,3069,306,2014-10-25,5
382.40538819524824,2014-10-26 14:29:01,2408,307,2014-10-26,6
212.77857186141568,2014-10-27 16:36:07,1808,308,2014-10-27,0
322.2915836805099,2014-10-28 10:50:15,1510,309,2014-10-28,1
1355.5770104496376,2014-10-28 03:30:56,2433,310,2014-10-28,1
2852.202694918966,2014-10-28 09:24:21,2546,311,2014-10-28,1
343.5466444049735,2014-10-28 14:41:22,2649,312,2014-10-28,1
568.5542551853665,2014-10-29 21:33:16,869,313,2014-10-29,2
25.309998987094367,2014-10-29 15:14:46,2694,314,2014-10-29,2
605.6717230469302,2014-10-30 21:00:29,84,315,2014-10-30,3
648.0067684337664,2014-10-30 18:48:55,104,316,2014-10-30,3
114.56512365427504,2014-10-30 07:02:04,1836,317,2014-10-30,3
270.0408831181393,2014-10-30 06:12:08,2250,318,2014-10-30,3
936.1892915449955,2014-10-31 11:36:34,104,319,2014-10-31,4
378.07850138347146,2014-10-31 03:28:17,829,320,2014-10-31,4
249.03508230857256,2014-10-31 20:33:50,2097,321,2014-10-31,4
731.0975993679926,2014-11-01 00:54:25,514,322,2014-11-01,5
184.53168217928052,2014-11-01 07:33:00,1349,323,2014-11-01,5
181.1686243999839,2014-11-01 15:03:58,1652,324,2014-11-01,5
1034.369877021419,2014-11-02 13:31:39,614,325,2014-11-02,6
1075.6073363789542,2014-11-02 00:38:22,1402,326,2014-11-02,6
4.0,2014-11-02 02:26:13,3115,327,2014-11-02,6
846.6240750558443,2014-11-03 13:01:01,137,328,2014-11-03,0
463.03468417594115,2014-11-04 16:23:30,633,329,2014-11-04,1
665.0595220818388,2014-11-04 20:44:18,1062,330,2014-11-04,1
1898.511399974306,2014-11-04 14:54:47,1890,331,2014-11-04,1
1371.8165842401595,2014-11-04 14:53:58,2000,332,2014-11-04,1
1135.8089254962276,2014-11-05 22:05:59,1502,333,2014-11-05,2
334.47662199053775,2014-11-05 10:58:38,1871,334,2014-11-05,2
1494.4551169599054,2014-11-05 08:55:19,2812,335,2014-11-05,2
476.17366505809497,2014-11-05 14:57:32,3318,336,2014-11-05,2
1446.654630723282,2014-11-05 11:16:41,3370,337,2014-11-05,2
550.19473350096,2014-11-06 11:28:02,104,338,2014-11-06,3
1168.7498311666843,2014-11-06 00:26:21,437,339,2014-11-06,3
132.19948268301334,2014-11-06 17:38:48,818,340,2014-11-06,3
162.52264576069146,2014-11-06 04:56:39,1510,341,2014-11-06,3
1236.3796331326444,2014-11-07 00:54:44,968,342,2014-11-07,4
1091.5716237497527,2014-11-07 13:49:50,1771,343,2014-11-07,4
343.9992184702381,2014-11-08 13:25:14,792,344,2014-11-08,5
152.5357520014385,2014-11-08 05:05:02,1421,345,2014-11-08,5
1463.8989498081614,2014-11-09 21:34:32,432,346,2014-11-09,6
479.6439771873605,2014-11-10 04:58:01,223,347,2014-11-10,0
667.1393152075538,2014-11-10 08:57:30,792,348,2014-11-10,0
1244.979147536578,2014-11-11 01:36:50,137,349,2014-11-11,1
2250.8807160039273,2014-11-11 21:45:48,159,350,2014-11-11,1
1732.952461128237,2014-11-11 06:37:30,1502,351,2014-11-11,1
1338.8449581431444,2014-11-11 07:58:24,3399,352,2014-11-11,1
142.41397118814112,2014-11-12 05:53:18,144,353,2014-11-12,2
510.2623199754243,2014-11-12 06:32:40,212,354,2014-11-12,2
263.54523312748,2014-11-12 20:59:35,1421,355,2014-11-12,2
724.9244755772886,2014-11-12 04:27:03,1451,356,2014-11-12,2
855.3250685394619,2014-11-12 13:52:01,2066,357,2014-11-12,2
341.37881588874325,2014-11-12 17:23:35,3364,358,2014-11-12,2
1577.1307366176818,2014-11-13 14:19:31,1221,359,2014-11-13,3
115.61450239355281,2014-11-13 00:22:48,2285,360,2014-11-13,3
551.6246982191249,2014-11-14 01:19:06,223,361,2014-11-14,4
2004.7533810581658,2014-11-14 13:38:11,437,362,2014-11-14,4
266.0401859603014,2014-11-14 09:25:09,1421,363,2014-11-14,4
162.87024740743513,2014-11-15 11:50:44,144,364,2014-11-15,5
515.9968878263799,2014-11-16 09:16:28,332,365,2014-11-16,6
1157.444923266771,2014-11-16 10:23:27,2691,366,2014-11-16,6
348.5574051636034,2014-11-17 19:45:22,1652,367,2014-11-17,0
837.610531130609,2014-11-17 21:43:47,2103,368,2014-11-17,0
2493.2227861185543,2014-11-18 10:50:20,2615,369,2014-11-18,1
966.8501282034139,2014-11-19 06:29:21,342,370,2014-11-19,2
705.6645526010564,2014-11-19 19:51:04,661,371,2014-11-19,2
568.2860154580593,2014-11-20 00:20:28,104,372,2014-11-20,3
461.5201202234236,2014-11-20 05:56:11,2817,373,2014-11-20,3
662.3728264835754,2014-11-21 14:21:24,223,374,2014-11-21,4
113.6502149938934,2014-11-21 02:34:52,1472,375,2014-11-21,4
8.464914513642505,2014-11-21 08:27:04,1836,376,2014-11-21,4
86.58008904293139,2014-11-22 16:59:41,144,377,2014-11-22,5
823.2459135470352,2014-11-22 19:44:05,614,378,2014-11-22,5
1172.0552732767333,2014-11-22 10:19:20,934,379,2014-11-22,5
1097.8758090332549,2014-11-23 15:37:16,437,380,2014-11-23,6
578.6894272172198,2014-11-23 08:27:22,2052,381,2014-11-23,6
339.4504451436644,2014-11-23 04:25:07,3343,382,2014-11-23,6
137.3012056125914,2014-11-24 20:47:57,668,383,2014-11-24,0
640.2601204866972,2014-11-24 00:29:36,974,384,2014-11-24,0
1518.6332209121251,2014-11-25 11:11:30,748,385,2014-11-25,1
879.796565575225,2014-11-25 02:35:09,1579,386,2014-11-25,1
1165.0948394485465,2014-11-25 21:21:25,2503,387,2014-11-25,1
198.19386543803734,2014-11-27 16:48:00,88,388,2014-11-27,3
602.7939373503638,2014-11-27 06:29:19,104,389,2014-11-27,3
915.4364925992982,2014-11-27 16:01:04,1244,390,2014-11-27,3
1197.4749379505279,2014-11-27 22:01:08,1402,391,2014-11-27,3
97.21010132894354,2014-11-27 06:57:26,1472,392,2014-11-27,3
141.4228205391806,2014-11-28 14:39:48,1472,393,2014-11-28,4
158.66196485505677,2014-11-28 22:10:57,2244,394,2014-11-28,4
1424.7285839881106,2014-11-28 15:51:11,3392,395,2014-11-28,4
1310.9452246895885,2014-11-29 18:27:27,432,396,2014-11-29,5
231.74162902009044,2014-11-29 11:39:34,633,397,2014-11-29,5
150.750096341088,2014-11-29 04:24:26,1808,398,2014-11-29,5
585.5085647052045,2014-11-30 02:34:16,1686,399,2014-11-30,6
1050.5426690942197,2014-11-30 05:06:27,2691,400,2014-11-30,6
