item_id,sale_id
94,207
92,207
113,208
166,208
134,209
134,209
146,210
105,211
134,211
82,211
102,211
151,211
146,212
126,212
130,212
134,213
134,213
87,214
91,214
120,215
106,215
138,215
27,216
56,216
66,217
68,217
119,218
169,218
112,219
91,220
21,220
139,220
120,220
72,220
14,221
48,221
181,222
170,222
172,222
181,222
178,223
148,223
192,223
183,223
171,224
119,225
148,225
179,226
179,226
144,226
180,226
103,227
133,227
78,228
75,228
79,229
40,229
49,229
40,230
31,230
130,231
82,231
115,231
126,232
154,232
144,233
150,233
157,234
192,235
179,235
194,235
155,235
123,236
69,236
131,236
183,236
84,237
20,237
59,237
95,237
91,237
119,237
112,237
62,237
56,237
77,238
41,238
139,239
57,240
52,240
144,241
94,242
77,242
21,243
27,243
132,244
80,244
73,244
114,244
116,244
103,244
170,244
115,244
105,244
175,245
125,245
87,246
129,246
91,246
52,246
62,246
54,247
107,247
39,247
103,247
96,247
100,247
82,247
136,247
47,248
39,248
34,248
144,249
174,250
171,250
98,251
79,251
184,252
153,252
101,253
69,253
178,254
131,254
107,255
109,255
187,256
150,256
104,257
123,257
63,257
8,258
10,258
169,259
104,260
88,261
118,261
125,261
33,261
87,261
115,261
148,261
50,261
103,261
87,262
85,262
95,262
3,263
12,263
150,264
154,264
7,265
150,266
154,266
126,267
88,268
67,268
110,268
178,269
176,269
180,269
174,269
159,269
191,270
171,270
137,270
15,271
35,271
151,272
153,272
13,273
56,274
94,274
91,274
192,275
116,276
163,276
128,276
78,276
129,276
135,276
115,276
111,276
8,277
1,278
53,279
58,279
115,280
171,280
64,280
134,280
107,280
186,280
69,281
118,282
128,283
82,283
155,284
155,285
112,285
139,285
187,285
152,285
141,285
118,285
132,286
165,286
57,287
28,287
127,288
66,289
63,289
62,289
42,289
52,289
56,289
50,290
69,290
150,291
166,291
56,292
47,292
146,293
155,293
189,294
139,294
184,294
74,295
65,295
14,296
81,297
93,297
144,298
163,298
155,298
161,298
188,298
113,298
170,298
170,298
122,298
135,299
131,300
113,301
17,302
33,302
39,302
8,302
29,302
21,302
87,303
134,303
66,303
77,303
49,303
89,303
66,304
66,304
67,304
62,305
36,305
126,306
116,306
130,306
117,306
157,306
157,306
120,306
118,307
89,307
140,308
137,308
39,309
6,309
103,309
97,309
19,309
78,309
177,310
126,310
192,311
169,311
56,312
104,313
169,313
192,314
158,314
190,314
125,314
104,315
52,316
16,316
87,316
1,317
98,318
71,318
128,318
73,318
29,318
136,318
178,318
22,318
103,319
59,319
178,320
146,320
26,321
29,321
172,322
174,322
149,322
80,323
178,324
164,324
161,324
71,325
108,325
192,326
171,326
128,326
94,327
22,328
190,329
190,330
132,331
57,332
135,333
135,333
109,334
31,335
97,335
69,336
65,336
89,336
183,337
129,338
137,338
80,338
167,339
164,339
105,340
91,340
53,341
39,341
142,342
123,342
1,343
39,343
53,343
97,343
19,343
54,343
59,343
68,344
59,344
102,345
77,345
89,345
81,345
117,345
96,345
118,345
36,345
106,345
69,346
44,346
97,347
7,348
4,348
4,348
126,349
84,349
158,349
184,350
57,351
65,351
98,352
190,352
3,353
2,353
15,353
4,353
11,353
8,353
7,353
17,353
3,353
0,354
88,354
191,355
23,356
37,356
87,357
54,358
47,359
99,360
163,361
141,361
163,361
170,361
167,361
176,361
38,362
82,362
155,363
110,363
152,363
133,363
148,363
158,363
172,363
66,364
84,364
64,364
78,364
58,365
76,365
45,365
87,365
85,365
61,365
46,366
26,366
157,367
143,367
179,368
129,369
165,369
67,370
54,370
79,370
36,371
129,372
123,372
4,373
48,373
4,373
47,373
9,373
15,373
8,373
16,374
191,375
9,376
98,377
47,377
18,377
114,377
82,377
85,377
91,377
97,377
95,378
103,378
91,378
87,378
38,379
1,380
58,380
36,381
37,381
127,382
79,382
70,383
96,384
69,384
103,385
49,385
87,385
95,385
98,385
159,386
174,386
190,387
188,387
76,388
77,388
150,388
86,389
31,390
39,390
103,391
199,392
153,392
171,392
52,393
0,394
8,394
17,394
9,394
31,394
52,395
36,395
71,396
14,397
191,398
125,399
134,399
76,400
190,401
105,402
129,402
10,403
143,404
153,405
148,405
79,405
117,405
113,405
93,405
102,406
112,406
79,406
65,406
94,406
142,406
8,407
82,407
36,408
87,408
138,409
107,409
135,409
27,410
54,410
38,410
49,410
71,410
48,410
43,410
60,410
4,410
161,411
108,412
120,412
47,412
164,413
130,413
26,414
43,414
27,414
64,414
186,415
104,416
44,416
92,416
141,416
150,417
49,418
192,419
35,420
109,421
103,421
15,422
17,422
62,422
28,422
51,422
57,423
101,423
134,424
135,424
103,425
91,425
51,426
56,426
68,426
181,427
191,428
57,429
91,430
96,430
198,431
192,432
35,433
19,433
136,434
132,434
78,435
13,436
184,437
126,437
98,438
27,439
26,440
191,441
105,442
14,443
53,444
53,444
11,445
160,446
70,447
74,447
158,448
181,449
182,449
181,449
98,450
70,451
104,452
76,453
118,453
131,453
111,453
76,453
74,453
79,453
182,454
159,454
139,455
126,455
36,456
46,456
41,457
59,458
26,458
65,458
47,458
51,458
91,458
83,458
55,458
14,459
164,460
138,460
98,461
119,462
54,463
12,464
9,464
197,465
164,465
165,465
183,465
196,465
160,465
178,465
193,465
33,466
90,466
166,467
127,467
115,467
192,467
156,467
101,468
164,468
105,469
112,470
147,470
145,470
104,470
154,470
131,470
74,470
144,470
59,471
73,471
82,471
79,472
110,472
86,472
136,472
26,473
17,473
13,474
21,474
20,474
103,475
61,475
191,476
9,477
35,477
78,477
48,477
15,477
25,477
15,477
13,477
183,478
171,478
181,478
137,478
39,479
63,479
158,480
153,480
56,481
137,482
160,482
104,483
11,483
151,483
38,484
10,485
95,486
10,487
95,488
98,488
96,488
96,488
89,488
59,489
187,490
163,490
105,491
100,491
142,492
156,492
127,493
87,493
119,493
144,494
36,495
46,495
77,495
57,496
92,496
61,496
67,496
119,497
148,497
179,498
70,499
122,499
66,499
144,500
128,500
161,500
95,500
124,500
27,501
67,501
24,501
79,501
99,501
35,501
54,501
77,501
29,502
1,503
94,503
53,504
51,504
56,504
134,505
132,505
181,506
178,506
39,507
32,507
198,508
187,508
125,508
108,509
135,509
146,510
163,510
185,510
112,511
88,511
53,512
56,512
9,513
21,514
16,515
29,515
33,515
172,516
15,517
49,517
0,518
47,518
30,518
65,519
17,519
108,519
46,520
52,520
33,520
66,520
26,520
146,521
114,521
176,522
169,522
13,523
40,523
24,523
28,523
22,523
72,524
29,524
165,525
181,525
138,526
154,526
141,526
155,526
141,526
104,527
129,528
76,529
113,530
105,530
85,530
86,530
91,530
61,530
63,530
14,531
30,531
119,532
123,532
67,532
70,532
93,532
187,532
153,533
87,533
85,534
51,535
38,535
52,536
3,537
11,537
39,538
110,538
35,539
105,540
69,541
149,542
104,542
17,543
55,543
173,544
144,544
158,544
152,544
136,544
120,545
77,545
35,546
36,546
113,547
97,547
122,547
62,548
120,548
104,548
69,548
96,548
84,548
140,549
98,550
119,551
183,551
116,551
102,551
44,551
114,552
95,552
94,552
85,552
194,553
194,553
71,554
70,554
146,555
143,556
140,556
67,556
54,557
155,558
142,558
104,559
42,559
102,560
54,560
34,560
22,560
98,561
61,562
61,562
158,563
162,563
30,564
33,565
73,565
138,566
1,567
127,567
27,568
51,568
64,568
85,568
77,568
94,569
75,569
99,569
125,569
84,569
94,569
145,569
116,569
141,569
57,570
117,571
117,571
115,571
118,571
117,571
115,571
96,572
54,572
98,573
40,573
168,573
106,573
59,574
19,575
41,575
37,575
54,576
110,576
94,577
71,578
54,578
45,578
69,578
69,578
118,578
61,578
55,578
179,579
117,579
118,580
94,580
155,581
106,581
38,582
82,582
40,583
28,583
101,584
13,585
21,585
125,586
193,586
63,586
59,587
9,587
63,587
101,587
94,587
72,587
23,587
114,587
22,588
24,588
103,589
109,589
98,589
110,589
156,589
75,589
100,589
114,589
33,590
171,591
87,592
113,592
121,593
110,593
87,594
75,594
57,595
38,596
74,596
13,596
192,597
107,598
107,599
130,600
150,600
83,600
95,600
156,600
95,600
144,600
125,600
183,601
163,601
27,602
51,603
40,603
115,603
118,604
84,605
33,606
13,606
160,607
159,607
9,608
11,608
5,609
20,609
26,609
26,609
22,609
173,610
128,610
151,610
183,610
165,610
169,610
149,610
187,610
173,610
184,611
165,611
181,611
186,611
42,612
52,612
179,613
189,613
146,614
189,615
193,615
59,616
129,617
57,617
164,618
151,618
177,618
173,619
176,619
168,620
153,620
118,621
53,622
69,622
139,623
115,623
125,624
157,624
99,625
99,625
117,625
105,626
26,627
21,627
40,627
71,627
59,627
26,627
67,627
171,628
129,628
157,628
130,629
71,630
105,631
123,632
127,632
98,632
139,632
114,632
135,632
79,632
107,632
82,632
87,633
65,633
160,634
134,634
27,635
31,635
73,636
85,636
97,636
71,637
85,637
58,637
77,637
109,637
16,638
73,638
51,638
134,639
135,639
132,639
189,640
194,640
36,641
61,641
180,642
159,642
135,643
113,643
144,644
62,645
105,646
92,646
4,647
51,648
93,648
178,649
181,649
180,649
116,650
150,650
53,651
66,651
146,652
169,652
148,653
167,653
147,653
163,653
146,653
167,653
127,653
146,653
165,653
87,654
90,654
87,655
130,655
130,655
92,655
77,655
84,655
47,655
116,655
97,655
76,656
102,656
138,656
28,656
175,657
53,658
45,658
191,659
176,659
148,659
145,659
145,659
164,659
103,660
51,661
35,661
75,661
41,661
81,661
80,661
142,661
25,661
172,662
135,662
154,662
165,662
177,663
197,664
189,664
92,665
103,665
22,666
15,666
172,667
95,668
74,668
112,668
88,668
90,668
164,669
162,669
138,670
145,670
11,671
15,671
84,671
8,671
144,672
110,672
151,672
131,672
190,673
168,673
116,674
94,675
173,676
178,677
164,677
174,677
177,677
174,677
81,678
116,678
59,679
89,679
127,680
14,681
34,681
22,681
10,681
38,681
39,681
38,681
15,681
26,682
34,682
165,683
128,683
146,684
135,684
78,684
117,684
166,684
137,685
85,686
91,687
96,687
119,688
151,688
81,688
89,688
166,689
128,689
98,690
166,690
119,691
65,692
59,693
41,693
15,694
65,694
35,695
58,695
1,696
164,697
139,697
111,698
124,698
199,699
177,700
116,701
145,701
111,701
64,701
104,702
92,702
106,702
123,702
41,702
24,702
90,702
154,702
78,702
160,703
144,703
120,704
111,704
27,705
84,705
52,706
55,706
36,707
62,707
26,708
19,708
11,709
19,709
15,709
9,709
7,709
25,709
149,710
174,711
105,711
81,712
63,712
108,712
61,712
74,712
73,712
83,713
131,713
15,714
15,714
35,714
36,715
33,716
45,716
32,716
25,716
119,717
48,717
128,718
149,718
101,719
79,719
165,719
32,719
160,719
70,719
156,719
139,720
54,721
99,721
146,722
80,723
86,723
99,723
54,723
75,723
105,724
172,725
173,725
87,726
77,726
66,727
83,727
66,727
142,728
61,728
120,728
147,728
119,729
134,729
58,729
124,729
66,729
112,729
135,729
117,729
112,730
111,730
42,731
47,731
34,732
45,732
4,733
50,733
36,733
161,734
141,734
107,734
174,734
105,734
127,734
127,734
184,734
135,734
17,735
123,736
166,736
98,737
41,738
27,738
38,738
34,738
40,738
19,738
192,739
177,739
61,740
75,740
114,741
8,742
28,742
167,743
125,744
95,744
123,744
137,744
180,744
155,744
51,744
111,744
125,744
49,745
39,745
14,745
33,745
75,745
82,745
51,745
56,745
104,746
138,746
60,746
167,746
145,746
148,746
81,746
141,746
135,746
148,747
147,747
145,747
115,748
134,748
114,748
70,748
166,748
98,748
71,748
71,749
123,749
63,749
102,749
45,749
69,749
142,750
171,751
1,752
13,752
54,753
169,754
139,754
109,754
144,754
177,754
137,754
188,754
159,754
9,755
15,755
11,755
61,755
27,755
60,755
26,755
9,755
15,755
91,756
103,757
122,757
104,757
128,757
80,758
51,758
142,759
146,760
108,761
116,761
95,761
189,762
79,763
93,763
36,764
37,764
88,764
52,765
90,765
105,766
102,767
106,767
72,767
34,767
110,767
107,767
142,768
152,768
125,769
80,769
80,770
131,771
111,771
80,771
183,772
177,772
137,772
162,773
87,774
192,775
167,775
189,775
150,776
158,776
106,777
98,778
69,778
79,778
93,778
38,778
93,778
175,778
73,778
106,778
190,779
190,779
190,779
184,779
81,780
48,780
13,781
3,781
59,782
41,782
168,783
66,784
75,784
60,784
54,784
78,784
79,784
57,784
78,784
70,784
178,785
77,786
59,787
107,787
129,788
98,788
104,789
63,789
127,790
99,790
116,790
175,791
157,792
146,793
127,794
108,794
1,795
142,795
81,796
36,796
113,797
178,797
103,798
41,799
65,799
4,800
18,800
108,801
21,802
42,802
126,803
83,804
82,804
67,804
105,805
82,805
102,805
61,805
101,805
60,805
80,805
177,806
177,806
17,807
18,807
115,808
112,808
164,809
191,810
175,810
16,811
11,811
173,812
1,813
171,813
178,814
119,815
139,815
105,815
160,815
124,815
62,815
112,815
148,815
34,816
38,816
128,817
146,817
192,818
164,818
162,818
165,818
181,819
162,820
132,820
92,820
114,820
138,821
134,821
131,822
85,822
162,823
176,823
101,824
40,825
38,825
95,826
169,827
117,828
117,828
115,828
182,829
173,830
166,830
191,831
169,832
153,832
115,833
101,833
105,833
144,833
139,833
146,834
186,834
171,834
135,834
133,834
144,834
72,834
10,835
57,835
27,836
30,836
140,837
133,837
146,838
143,838
135,839
196,839
116,840
137,840
17,841
132,842
17,843
27,843
65,844
103,845
59,845
94,845
95,845
146,845
127,846
89,846
53,847
139,848
36,849
64,849
174,850
182,850
83,851
43,852
43,852
91,853
62,853
96,853
47,853
56,854
73,854
53,854
36,854
108,855
103,855
67,856
191,857
187,857
134,857
132,858
189,859
149,859
153,859
168,860
167,860
150,860
154,860
103,861
178,862
154,862
79,863
14,864
15,864
69,864
18,864
139,865
80,865
136,865
80,866
98,866
132,867
151,867
15,868
148,869
134,869
64,870
27,870
57,871
62,871
162,872
142,872
94,872
132,872
129,873
85,873
167,873
97,873
186,873
168,873
149,873
132,873
119,874
116,874
165,874
96,874
79,874
129,875
119,875
81,875
147,875
92,875
79,875
146,875
123,875
59,876
38,876
45,876
55,876
55,876
77,877
120,878
98,878
124,878
38,879
55,879
181,880
169,880
157,881
157,881
81,882
83,882
84,883
55,883
100,883
163,884
160,884
177,884
149,884
182,884
158,884
154,884
156,884
148,884
127,885
179,885
182,886
130,886
163,887
174,887
108,888
64,888
194,889
184,889
188,889
162,889
186,889
185,889
194,889
149,889
71,890
106,890
31,891
44,891
80,892
87,892
96,892
97,892
78,892
80,892
72,892
50,892
94,893
79,894
119,894
27,895
2,895
28,895
5,895
79,895
19,895
37,895
41,896
53,897
42,897
172,898
184,898
129,898
139,898
142,898
154,898
161,898
176,898
146,899
142,899
190,900
182,900
27,901
13,902
18,902
23,902
92,903
106,903
198,904
111,904
139,905
64,905
89,905
103,905
160,905
144,906
135,906
11,907
39,907
178,908
183,908
92,909
90,909
77,909
103,909
99,909
91,909
98,909
108,910
198,911
150,911
150,911
196,911
134,911
179,911
183,911
118,912
119,912
89,912
128,912
133,912
54,913
51,913
85,913
56,913
94,913
53,913
27,914
62,914
191,915
160,915
144,916
179,917
171,917
41,918
84,918
109,919
79,919
113,919
92,919
118,919
146,920
88,920
51,921
39,922
99,922
47,922
173,923
185,923
148,924
161,924
159,925
127,925
83,926
75,926
131,927
77,927
103,928
94,929
146,930
112,930
90,930
95,930
130,930
119,931
161,931
11,932
15,932
25,933
20,933
22,933
44,933
21,933
61,934
85,935
182,936
142,936
158,936
177,936
187,936
170,936
139,936
173,936
103,937
12,938
43,938
33,938
30,938
35,938
8,938
36,939
58,939
22,939
128,940
90,941
100,941
113,941
191,942
163,942
177,943
15,944
14,945
48,945
59,946
109,946
58,946
9,946
67,946
191,947
84,948
168,949
183,949
44,950
102,950
99,950
167,951
144,951
162,952
118,952
145,953
128,954
59,954
131,955
106,955
107,956
108,956
116,956
58,956
108,956
36,957
41,957
184,958
155,959
50,960
87,960
38,961
179,962
173,962
12,963
169,964
172,964
175,964
100,964
157,964
166,964
139,964
35,965
51,965
25,965
39,965
4,965
54,966
45,966
29,966
76,966
71,967
62,967
106,968
108,968
124,968
83,969
73,969
67,969
103,969
61,969
72,969
137,970
62,971
94,972
53,972
69,972
150,973
145,973
127,974
135,975
136,975
87,976
113,976
192,977
149,977
95,978
97,978
127,979
131,980
127,980
153,981
119,981
159,981
160,982
171,983
150,983
98,984
190,984
163,985
162,985
153,985
176,985
147,985
162,985
158,985
163,985
41,986
35,986
168,987
103,988
114,988
121,988
74,988
92,988
59,989
87,989
85,989
129,990
13,991
50,991
169,992
81,993
51,993
80,993
192,994
134,995
136,995
135,995
135,995
133,995
16,996
20,996
93,996
30,996
112,997
64,997
61,997
78,997
153,997
115,997
75,997
124,997
89,997
177,998
88,999
80,999
84,999
131,999
72,999
120,999
105,999
138,999
54,999
95,1000
90,1000
96,1000
191,1001
183,1001
81,1002
38,1003
41,1003
38,1003
48,1003
12,1004
48,1004
179,1005
185,1005
132,1006
51,1006
48,1006
53,1007
176,1008
156,1008
170,1008
161,1008
145,1008
174,1008
56,1009
99,1009
123,1009
23,1010
23,1010
30,1010
28,1010
150,1011
163,1011
66,1012
65,1012
125,1013
123,1013
94,1013
81,1014
130,1015
90,1015
77,1015
141,1015
87,1015
163,1015
134,1015
144,1016
154,1016
152,1016
112,1017
4,1018
42,1018
129,1019
154,1019
142,1020
177,1021
13,1022
23,1022
131,1023
48,1023
167,1023
66,1023
104,1023
133,1023
132,1023
145,1023
103,1024
134,1024
118,1024
102,1024
140,1024
67,1024
70,1025
9,1025
165,1026
132,1026
127,1027
68,1027
115,1028
115,1028
142,1028
133,1028
147,1028
140,1028
74,1028
91,1029
86,1029
94,1030
98,1031
134,1032
134,1032
103,1033
82,1033
77,1034
75,1034
38,1034
64,1034
108,1035
71,1035
8,1036
57,1036
77,1036
30,1036
184,1037
71,1038
145,1038
78,1039
99,1040
80,1040
81,1040
88,1040
182,1041
159,1041
137,1041
175,1041
166,1041
138,1041
169,1041
165,1041
118,1042
173,1042
119,1042
152,1042
117,1042
166,1042
118,1042
103,1043
65,1044
73,1044
3,1045
5,1045
2,1045
8,1045
4,1045
14,1045
190,1046
192,1046
183,1046
158,1046
145,1047
132,1047
108,1048
149,1048
123,1049
109,1050
118,1050
117,1050
160,1051
137,1051
150,1051
102,1051
88,1051
129,1052
180,1052
152,1052
155,1052
112,1052
178,1053
184,1053
124,1053
169,1053
184,1053
160,1054
131,1055
150,1055
101,1055
128,1055
81,1055
179,1056
151,1056
134,1056
146,1056
142,1056
185,1056
167,1056
137,1056
139,1057
152,1057
1,1058
113,1059
123,1059
14,1060
33,1060
12,1060
60,1060
119,1061
115,1061
51,1062
44,1062
84,1062
80,1062
174,1063
21,1064
99,1065
106,1065
93,1065
105,1066
76,1066
130,1066
148,1067
145,1067
94,1068
50,1068
86,1068
100,1068
132,1068
172,1068
118,1068
114,1068
51,1069
102,1069
85,1069
105,1070
121,1070
140,1071
113,1071
9,1072
52,1072
18,1072
59,1072
146,1073
112,1073
116,1074
102,1074
128,1074
138,1075
131,1075
4,1076
160,1077
189,1078
150,1079
139,1079
101,1080
4,1081
177,1082
180,1082
3,1083
8,1083
19,1083
134,1084
135,1084
114,1085
179,1086
133,1086
12,1087
13,1087
19,1087
22,1087
20,1087
138,1088
116,1088
192,1089
145,1090
177,1090
163,1090
168,1090
165,1091
169,1091
66,1092
172,1093
173,1093
173,1093
132,1093
162,1093
199,1094
190,1094
176,1095
177,1095
190,1096
194,1096
40,1097
62,1098
59,1099
126,1100
106,1100
68,1101
105,1101
70,1101
58,1101
14,1101
162,1102
164,1103
87,1104
100,1104
60,1104
34,1104
108,1104
57,1104
96,1104
75,1104
85,1104
115,1105
172,1106
126,1106
4,1107
24,1107
69,1108
107,1108
51,1108
58,1108
108,1109
149,1109
128,1110
173,1110
103,1111
101,1111
13,1112
16,1112
175,1113
59,1114
59,1115
58,1115
38,1115
53,1116
69,1117
66,1117
135,1118
111,1118
128,1118
137,1118
86,1119
41,1120
45,1120
21,1120
45,1120
125,1121
103,1121
113,1121
51,1122
84,1122
7,1122
92,1122
38,1123
55,1123
11,1124
143,1125
94,1126
83,1126
92,1126
87,1126
126,1126
150,1126
90,1126
90,1126
9,1127
5,1127
62,1128
85,1128
35,1128
14,1129
45,1129
46,1129
9,1129
17,1129
37,1129
64,1130
94,1131
78,1131
59,1132
50,1132
103,1133
78,1133
73,1133
26,1134
61,1135
64,1135
140,1136
156,1136
95,1136
127,1136
105,1137
100,1137
61,1137
130,1137
111,1137
47,1138
94,1139
157,1139
57,1140
42,1140
1,1141
146,1141
186,1141
139,1141
97,1141
145,1141
157,1141
181,1141
160,1142
107,1142
138,1142
129,1142
140,1142
150,1142
127,1142
151,1142
79,1143
141,1143
92,1144
113,1144
87,1145
71,1145
184,1146
147,1146
158,1147
132,1147
190,1147
192,1147
125,1147
129,1147
160,1147
130,1148
107,1149
81,1150
48,1150
79,1151
76,1151
145,1152
122,1152
158,1152
141,1152
148,1152
104,1153
69,1153
176,1154
149,1154
108,1155
184,1156
170,1156
184,1157
134,1157
150,1157
189,1157
102,1158
0,1159
36,1159
77,1159
6,1159
21,1159
68,1160
75,1160
134,1161
36,1162
21,1162
9,1162
31,1162
66,1162
11,1163
101,1164
103,1164
17,1165
25,1165
155,1166
139,1166
162,1167
194,1167
162,1168
112,1168
99,1169
113,1169
8,1170
95,1171
173,1172
197,1173
191,1173
196,1173
154,1173
146,1174
154,1174
145,1175
143,1175
175,1175
138,1175
130,1175
152,1175
148,1175
112,1175
184,1176
151,1176
140,1176
169,1176
150,1176
101,1177
147,1177
80,1177
155,1178
59,1179
79,1180
92,1180
70,1181
60,1181
104,1181
55,1181
198,1182
188,1182
16,1183
50,1184
70,1184
18,1184
68,1184
87,1184
34,1184
50,1185
199,1186
85,1187
41,1187
79,1187
83,1187
77,1187
86,1187
80,1187
47,1187
135,1188
183,1188
179,1189
158,1189
111,1190
93,1190
172,1191
84,1192
111,1192
92,1192
75,1192
112,1192
140,1192
9,1193
26,1193
31,1193
9,1193
32,1193
138,1194
167,1194
36,1195
63,1195
190,1196
177,1196
155,1196
183,1196
65,1197
84,1197
123,1198
171,1199
164,1200
109,1200
191,1201
186,1201
165,1202
173,1202
161,1202
171,1202
148,1202
175,1202
157,1202
187,1202
173,1202
60,1203
174,1204
192,1204
172,1204
11,1205
47,1205
192,1206
147,1206
41,1207
64,1208
9,1209
50,1209
31,1210
10,1210
94,1210
15,1210
12,1210
91,1211
125,1211
91,1211
116,1212
182,1213
179,1214
194,1214
62,1215
102,1216
102,1216
109,1217
98,1218
27,1218
151,1219
136,1219
125,1219
193,1219
76,1219
137,1219
9,1220
58,1220
146,1221
114,1221
171,1222
98,1223
69,1223
103,1224
108,1224
72,1224
87,1225
96,1225
101,1225
135,1226
192,1227
189,1227
180,1227
169,1227
171,1227
134,1228
137,1228
136,1228
26,1229
174,1230
169,1230
135,1230
141,1230
136,1230
174,1230
162,1231
172,1231
159,1231
145,1231
86,1231
94,1231
51,1232
41,1232
43,1232
60,1232
9,1232
78,1232
133,1232
43,1232
36,1232
8,1233
12,1233
104,1234
127,1234
56,1235
54,1235
145,1236
105,1236
14,1237
50,1238
83,1239
81,1239
68,1239
0,1240
57,1241
33,1241
116,1241
175,1242
137,1242
140,1243
98,1243
171,1244
137,1244
131,1245
72,1245
84,1246
40,1246
98,1246
46,1246
116,1246
122,1246
12,1247
67,1248
78,1248
45,1248
82,1248
49,1248
87,1248
74,1248
83,1248
191,1249
135,1250
