device_id,user_id
541,382
542,383
542,384
543,385
544,386
545,387
546,388
547,389
548,390
548,391
550,392
551,393
552,394
552,395
553,396
554,397
556,398
560,399
561,399
563,400
564,401
564,402
565,403
566,404
566,405
568,406
570,407
571,408
574,409
575,410
576,411
577,412
579,413
580,413
581,414
582,415
583,416
583,417
584,418
585,419
587,420
589,421
589,422
590,423
591,424
592,425
593,426
594,427
596,428
598,429
599,429
601,430
602,431
602,432
604,433
604,434
605,435
606,436
607,437
608,437
609,438
611,439
612,440
613,441
614,442
615,442
616,443
617,444
619,445
620,446
621,447
622,448
622,449
623,450
625,451
626,451
627,452
627,453
628,454
630,455
631,456
631,457
633,458
634,459
634,460
635,461
636,462
636,463
637,464
638,465
638,466
639,467
641,468
643,469
644,470
645,471
646,472
648,473
649,474
650,475
652,476
653,477
654,478
655,479
656,480
658,481
659,482
660,483
661,484
661,485
662,486
663,487
664,488
665,489
666,490
667,491
668,492
669,493
671,494
672,495
673,496
674,497
675,498
676,499
677,500
678,500
679,501
680,502
682,503
683,504
685,504
686,505
686,506
687,507
688,508
689,509
690,510
691,511
692,512
693,512
694,513
695,514
698,515
698,516
699,517
701,518
703,519
704,520
707,521
708,522
709,522
711,523
712,524
713,525
714,526
715,527
715,528
716,529
716,530
717,531
718,532
718,533
721,534
722,535
723,536
724,537
725,538
726,539
727,540
729,541
730,542
731,543
732,544
733,545
735,546
736,547
737,548
738,549
739,550
740,551
741,552
743,553
745,554
746,555
747,556
748,557
751,557
752,558
753,559
754,560
756,561
757,562
757,563
758,564
759,565
760,566
760,567
761,568
762,569
764,569
765,570
766,571
768,572
770,572
772,573
774,573
776,574
777,575
778,576
779,577
780,578
781,579
781,580
782,581
783,581
784,582
786,583
787,584
788,585
789,585
790,586
796,587
797,588
798,589
799,590
800,591
801,592
803,593
804,594
805,595
806,596
808,597
809,597
810,598
810,599
811,600
812,601
813,602
814,603
816,604
818,605
820,606
821,607
823,608
824,609
825,610
826,611
827,612
828,613
829,614
831,615
834,616
836,617
837,618
839,619
840,619
841,620
842,621
843,622
844,622
845,623
846,624
847,625
849,625
850,626
854,627
855,628
858,629
861,630
862,631
863,631
864,632
865,633
866,634
867,635
867,636
868,637
869,638
870,639
871,640
872,641
873,642
875,643
875,644
876,645
877,646
879,647
880,648
881,649
882,650
883,651
884,652
885,653
886,654
889,655
890,656
892,657
894,658
895,659
896,660
898,661
899,662
900,663
902,663
904,664
906,665
907,666
908,667
909,668
910,669
911,670
913,671
914,672
915,673
916,674
916,675
917,676
918,677
918,678
919,679
921,680
922,681
922,682
923,683
925,684
926,685
927,686
930,687
930,688
931,689
934,690
938,691
939,692
940,693
941,694
942,695
944,696
945,697
946,698
947,699
950,700
951,701
953,702
954,703
956,704
958,705
959,706
960,707
961,708
962,709
963,710
966,711
967,712
970,713
971,714
972,715
973,715
973,716
974,717
975,717
976,718
977,719
978,720
978,721
979,722
980,723
981,724
982,725
984,726
985,727
987,728
988,729
989,730
990,730
991,731
993,731
994,732
995,733
996,733
996,734
998,735
999,736
1000,737
1001,738
1004,739
1005,740
1007,741
1012,742
1012,743
1013,744
1014,745
1015,745
1016,746
1017,747
1018,748
1020,749
1022,750
1023,751
1024,752
1025,753
1026,754
1027,755
1028,756
1028,757
1029,758
1030,759
1031,760
1033,761
1034,762
1036,763
1038,764
1039,765
1039,766
1040,767
1041,768
1042,769
1043,770
1043,771
1044,772
1044,773
1045,774
1047,775
1048,776
1049,777
1050,778
1051,779
1051,780
1052,781
1053,782
1055,782
1057,783
1059,784
1060,785
1060,786
1061,787
1062,788
1063,789
1064,790
1065,791
1066,792
1067,792
1069,793
1071,794
1072,795
1073,796
1074,797
1075,798
1076,799
1078,800
1080,801
1082,802
1083,803
1084,804
1085,804
1086,805
1087,806
1088,807
1089,808
1089,809
1090,810
1091,811
1092,812
1094,813
1095,814
1096,815
1097,816
1099,817
1100,818
1101,818
1102,819
1103,820
1104,821
1105,822
1106,823
1107,824
1108,824
1109,825
1110,826
1111,827
1112,828
1115,829
1116,830
1116,831
1117,832
1120,833
1121,834
1123,835
1124,836
1128,837
1129,837
1130,838
1132,839
1135,840
1137,841
1138,842
1139,843
1140,843
1140,844
1141,845
1142,846
1142,847
1143,848
1145,849
1145,850
1147,851
1148,852
1149,853
1150,853
1152,854
1153,854
1154,855
1155,856
1157,857
1158,858
1159,859
1159,860
1160,861
1160,862
1161,863
1162,864
1163,865
1164,866
1165,867
1166,868
1167,869
1167,870
1168,871
1169,872
1170,873
1171,874
1172,875
1174,876
1176,877
1177,878
1178,879
1179,880
1180,881
1181,881
1182,882
1183,883
1183,884
1184,885
1186,886
1188,887
1189,888
1190,889
1191,890
1192,891
1192,892
1193,893
1194,894
1195,895
1198,895
1200,896
1201,896
1202,897
1203,898
1204,899
1206,900
1207,900
1208,901
1210,901
1211,902
1212,903
1215,904
1216,905
1217,906
1219,907
1220,908
1222,908
1223,909
1224,910
1225,911
1226,912
1226,913
1227,914
1228,914
1229,915
1230,916
1232,917
1237,918
1238,919
1240,920
1241,920
1242,921
1243,922
1245,923
1246,924
1249,925
1249,926
1250,927
1251,928
1252,929
1253,929
1254,930
1255,930
1258,931
1259,932
1260,933
1261,934
1263,935
1264,936
1266,937
1268,938
1269,939
1270,939
1273,940
1274,941
1276,942
1277,943
1277,944
1279,945
1280,946
1281,947
1284,948
1285,949
1286,949
1287,950
1288,951
1289,952
1290,953
1291,954
1292,955
1293,956
1296,957
1297,958
1299,959
1300,960
1302,961
1303,962
1304,962
1305,962
1306,963
1310,964
1311,965
1313,966
1314,967
1315,968
1316,969
1318,970
1320,970
1322,971
1323,972
1325,973
1327,974
1327,975
1328,976
1330,977
1331,978
1332,979
1333,980
1335,981
1336,982
1336,983
1337,984
1339,984
1340,984
1341,985
1342,986
1345,987
1346,988
1347,989
1348,990
1349,991
1349,992
1351,993
1352,994
1353,995
1353,996
1356,997
1357,998
1358,999
1359,1000
1360,1001
1361,1002
1363,1003
1364,1003
1365,1004
1366,1005
1367,1006
1368,1006
1369,1007
1371,1008
1372,1009
1373,1010
1373,1011
1376,1012
1378,1013
1379,1014
1380,1015
1381,1015
1383,1016
1384,1017
1384,1018
1385,1019
1386,1020
1387,1021
1391,1022
1391,1023
1392,1024
1393,1025
1395,1026
1396,1027
1397,1028
1398,1029
1399,1030
1400,1031
1401,1032
1402,1033
1405,1034
1409,1035
1410,1036
1413,1037
1414,1038
1415,1039
1416,1040
1416,1041
1419,1042
1420,1042
1423,1043
1424,1044
1425,1045
1426,1046
1427,1047
1428,1048
1430,1049
1431,1050
1432,1051
1433,1052
1434,1053
1435,1054
1436,1055
1437,1055
1439,1056
1440,1057
1441,1058
1442,1059
1443,1060
1444,1061
1446,1062
1447,1063
1449,1064
1449,1065
1451,1066
1452,1067
1453,1068
1456,1068
1458,1069
1459,1070
1460,1071
1461,1072
1463,1073
1465,1074
1466,1075
1467,1076
1469,1077
1470,1078
1471,1079
1472,1080
1474,1081
1475,1082
1476,1083
1477,1084
1478,1085
1481,1086
1484,1087
1485,1087
1486,1088
1487,1089
1487,1090
1488,1091
1490,1092
1492,1093
1493,1094
1494,1095
1496,1096
1497,1096
1498,1097
1499,1097
1500,1098
1501,1098
1502,1099
1503,1100
1503,1101
1504,1102
1505,1103
1506,1104
1507,1105
1508,1106
1510,1107
1511,1108
1512,1109
1513,1110
1513,1111
1514,1112
1516,1113
1517,1114
1518,1115
1520,1116
1523,1117
1524,1117
1526,1118
1527,1119
1529,1119
1530,1120
1531,1121
1532,1122
1533,1122
1536,1123
1538,1123
1540,1124
1541,1125
1541,1126
1542,1127
1544,1128
1545,1129
1547,1130
1548,1131
1549,1132
1550,1133
1551,1134
1555,1135
1555,1136
1556,1137
1556,1138
1557,1139
1559,1140
1560,1140
1561,1141
1562,1142
1563,1143
1566,1144
1567,1145
1569,1146
1570,1147
1572,1148
1573,1149
1574,1150
1576,1151
1578,1152
1579,1153
1580,1154
1584,1155
1585,1156
1586,1157
1588,1158
1590,1158
1591,1159
1592,1160
1594,1161
1597,1162
1598,1163
1599,1164
1600,1165
1601,1166
1602,1167
1603,1168
1604,1169
1605,1170
1606,1171
1607,1172
1608,1173
1609,1174
1610,1175
1611,1176
1614,1177
1616,1178
1619,1178
1624,1179
1625,1180
1626,1181
1627,1182
1628,1183
1629,1184
1629,1185
1630,1186
1631,1187
1632,1187
1633,1188
1634,1189
1635,1190
1638,1190
1640,1191
1642,1192
1644,1193
1645,1193
1645,1194
1646,1195
1647,1196
1648,1197
1649,1197
1650,1198
1652,1199
1653,1200
1655,1201
1656,1202
1657,1202
1659,1203
1660,1204
1661,1205
1666,1206
1667,1207
1668,1208
1668,1209
1669,1210
1670,1211
1672,1211
1674,1212
1677,1213
1677,1214
1678,1215
1679,1216
1680,1217
1681,1217
1682,1218
1682,1219
1683,1220
1683,1221
1685,1222
1686,1223
1686,1224
1687,1225
1688,1226
1689,1227
1690,1228
1692,1228
1695,1229
1696,1230
1697,1231
1698,1232
1699,1233
1701,1234
1702,1235
1703,1236
1704,1237
1706,1238
1708,1239
1709,1240
1710,1241
1710,1242
1713,1243
1714,1244
1716,1245
1718,1246
1719,1247
1722,1248
1725,1249
1726,1250
1727,1251
1728,1252
1729,1253
1730,1254
1731,1255
1732,1256
1735,1257
1736,1258
1737,1259
1739,1259
1740,1259
1741,1260
1742,1260
1743,1261
1744,1262
1746,1263
1747,1264
1748,1265
1749,1266
1749,1267
1750,1268
1751,1268
1754,1268
1755,1269
1756,1270
1758,1271
1759,1272
1760,1272
1760,1273
1761,1274
1761,1275
1762,1276
1763,1277
1764,1278
1765,1279
1766,1280
1768,1281
1769,1282
1773,1283
1776,1284
1780,1284
1781,1285
1783,1286
1783,1287
1784,1288
1785,1289
1786,1290
1786,1291
1787,1292
1788,1293
1790,1294
1792,1295
1793,1296
1793,1297
1794,1298
1798,1299
1799,1300
1800,1301
1801,1302
1802,1303
1803,1304
1803,1305
1804,1306
1805,1307
1805,1308
1806,1309
1807,1310
1809,1311
1810,1311
1818,1311
1819,1312
1821,1313
1822,1314
1823,1315
1823,1316
1827,1317
1831,1318
1832,1319
1834,1320
1835,1321
1836,1322
1837,1323
1838,1323
1839,1324
1840,1325
1845,1326
1846,1327
1847,1328
1848,1329
1849,1330
1851,1331
1853,1332
1854,1333
1857,1334
1858,1335
1859,1335
1860,1336
1861,1337
1863,1338
1864,1339
1866,1340
1867,1340
1867,1341
1870,1342
1871,1343
1872,1343
1874,1344
1876,1344
1877,1345
1878,1346
1879,1347
1880,1348
1882,1349
1883,1350
1885,1351
1889,1352
1889,1353
1890,1354
1893,1355
1898,1356
1899,1357
1900,1358
1901,1359
1901,1360
1903,1361
1904,1362
1905,1363
1906,1364
1908,1365
1909,1366
1911,1367
1911,1368
1912,1369
1913,1370
1914,1371
1915,1372
1916,1372
1917,1373
1919,1374
1920,1375
1923,1376
1924,1377
1927,1378
1928,1379
1929,1380
1932,1381
1934,1382
1934,1383
1935,1384
1935,1385
1936,1386
1937,1386
1938,1387
1940,1388
1941,1389
1942,1390
1944,1391
1945,1391
1946,1392
1947,1393
1948,1394
1950,1395
1951,1396
1953,1397
1954,1398
1956,1399
1957,1400
1958,1401
1960,1401
1961,1402
1962,1402
1963,1403
1964,1404
1965,1404
1966,1405
1968,1406
1969,1407
1971,1408
1972,1409
1974,1410
1975,1410
1980,1410
1981,1411
1982,1412
1983,1413
1984,1414
1987,1415
1988,1416
1989,1417
1991,1418
1995,1419
1996,1420
1997,1421
1998,1422
2002,1423
2005,1424
2006,1425
2007,1426
2008,1427
2009,1428
2009,1429
2011,1430
2012,1431
2015,1432
2016,1433
2016,1434
2017,1435
2018,1436
2019,1437
2020,1438
2022,1439
2023,1440
2024,1441
2027,1442
2030,1443
2031,1444
2032,1445
2033,1446
2033,1447
2034,1448
2035,1449
2036,1450
2037,1451
2038,1452
2039,1453
2040,1454
2041,1455
2042,1456
2043,1457
2044,1458
2047,1459
2048,1460
2049,1461
2050,1462
2051,1463
2051,1464
2053,1465
2055,1466
2056,1467
2058,1468
2059,1469
2060,1470
2061,1471
2063,1472
2064,1473
2065,1474
2066,1475
2067,1476
2069,1477
2069,1478
2070,1479
2071,1480
2073,1481
2074,1482
2075,1483
2076,1484
2078,1485
2080,1486
2081,1487
2081,1488
2082,1489
2084,1489
2085,1490
2086,1491
2090,1492
2093,1493
2094,1493
2095,1494
2097,1495
2098,1496
2099,1497
2100,1498
2101,1499
2103,1500
2106,1501
2109,1502
2110,1503
2111,1504
2112,1505
2113,1506
2114,1507
2116,1508
2117,1509
2117,1510
2119,1511
2120,1512
2121,1513
2122,1514
2126,1515
2128,1516
2129,1517
2130,1518
2131,1519
2132,1520
2133,1521
2135,1522
2136,1523
2137,1524
2138,1525
2140,1526
2141,1527
2143,1528
2144,1529
2147,1530
2147,1531
2148,1532
2149,1533
2150,1534
2151,1535
2153,1536
2154,1537
2155,1537
2156,1537
2157,1538
2159,1539
2160,1540
2161,1541
2162,1542
2164,1543
2165,1544
2166,1545
2167,1546
2168,1547
2170,1548
2171,1549
2174,1550
2175,1551
2177,1552
2178,1553
2180,1554
2181,1555
2182,1556
2182,1557
2183,1558
2185,1559
2186,1560
2187,1561
2188,1561
2190,1562
2191,1563
2192,1564
2192,1565
2193,1566
2194,1567
2195,1568
2196,1569
2197,1570
2199,1571
2200,1572
2201,1573
2202,1573
2203,1574
2206,1575
2207,1576
2208,1577
2211,1578
2212,1579
2214,1580
2215,1581
2217,1582
2218,1583
2221,1584
2222,1584
2223,1585
2225,1586
2226,1587
2227,1588
2228,1589
2231,1590
2232,1591
2234,1592
2235,1593
2236,1594
2238,1595
2241,1596
2242,1596
2243,1597
2244,1598
2245,1599
2247,1600
2248,1601
2249,1602
2250,1602
2252,1603
2253,1603
2254,1604
2255,1605
2257,1605
2257,1606
2260,1607
2262,1608
2263,1609
2264,1610
2265,1611
2265,1612
2266,1613
2267,1614
2268,1614
2270,1615
2271,1616
2272,1617
2272,1618
2273,1619
2273,1620
2274,1621
2276,1622
2279,1623
2279,1624
2280,1625
2281,1626
2282,1627
2283,1628
2284,1629
2285,1630
2286,1631
2287,1632
2288,1633
2289,1634
2290,1635
2290,1636
2294,1637
2294,1638
2295,1639
2295,1640
2296,1641
2297,1641
2298,1642
2299,1643
2300,1644
2301,1645
2302,1646
2302,1647
2305,1648
2306,1649
2307,1650
2308,1651
2309,1652
2310,1653
2311,1654
2313,1655
2314,1656
2317,1657
2319,1658
2321,1658
2321,1659
2322,1660
2324,1661
2325,1662
2327,1663
2328,1664
2329,1665
2331,1665
2333,1666
2334,1667
2335,1668
2337,1669
2338,1670
2339,1671
2340,1672
2341,1673
2342,1674
2343,1675
2344,1676
2345,1677
2346,1678
2346,1679
2347,1680
2348,1681
2349,1682
2350,1683
2353,1684
2356,1685
2357,1686
2358,1687
2360,1688
2361,1689
2363,1690
2365,1691
2366,1692
2367,1693
2368,1694
2369,1695
2370,1696
2372,1697
2376,1698
2377,1699
2378,1700
2379,1701
2381,1702
2381,1703
2383,1704
2386,1704
2386,1705
2387,1706
2387,1707
2388,1708
2390,1708
2391,1709
2392,1710
2393,1711
2394,1712
2396,1712
2397,1713
2399,1714
2400,1714
2402,1715
2402,1716
2404,1717
2405,1718
2406,1719
2408,1720
2409,1721
2411,1722
2411,1723
2412,1724
2414,1725
2415,1726
2416,1727
2417,1728
2420,1728
2421,1728
2422,1729
2423,1730
2424,1731
2426,1732
2427,1733
2429,1734
2430,1735
2432,1736
2433,1737
2434,1738
2435,1738
2438,1739
2439,1740
2440,1741
2441,1742
2442,1743
2443,1744
2444,1745
2445,1746
2447,1747
2448,1748
2449,1749
2450,1750
2450,1751
2451,1752
2452,1753
2453,1754
2454,1755
2455,1755
2456,1756
2457,1757
2458,1758
2460,1759
2461,1760
2462,1761
2464,1762
2468,1763
2469,1763
2470,1764
2471,1764
2472,1765
2474,1765
2474,1766
2475,1767
2476,1768
2477,1769
2478,1770
2479,1771
2480,1772
2481,1772
2482,1773
2483,1774
2484,1775
2485,1776
2487,1777
2489,1778
2490,1779
2491,1779
2492,1780
2493,1781
2494,1782
2495,1783
2498,1784
2499,1785
2501,1786
2502,1787
2503,1788
2504,1789
2505,1790
2505,1791
2506,1792
2507,1793
2508,1794
2511,1795
2512,1795
2513,1796
2515,1797
2516,1798
2517,1799
2518,1799
2521,1800
2522,1801
2522,1802
2523,1803
2525,1803
2526,1804
2527,1804
2528,1805
2531,1806
2532,1807
2533,1808
2534,1809
2536,1810
2537,1811
2538,1812
2539,1813
2540,1813
2541,1814
2542,1814
2545,1815
2545,1816
2546,1817
2548,1818
2549,1819
2551,1820
2552,1821
2553,1822
2554,1823
2555,1824
2557,1825
2560,1826
2561,1826
2562,1827
2563,1828
2564,1829
2565,1830
2565,1831
2567,1832
2568,1833
2569,1833
2571,1834
2573,1835
2575,1836
2576,1837
2576,1838
2577,1839
2578,1840
2579,1841
2579,1842
2580,1843
2581,1844
2582,1845
2583,1846
2584,1847
2585,1847
2586,1847
2586,1848
2587,1849
2588,1850
2589,1851
2590,1851
2591,1852
2592,1853
2593,1854
2594,1855
2595,1856
2599,1857
2601,1858
2602,1859
2603,1860
2605,1861
2607,1862
2608,1863
2609,1864
2610,1865
2611,1866
2612,1867
2613,1868
2614,1869
2615,1870
2617,1871
2618,1872
2619,1873
2620,1874
2623,1875
2626,1876
2627,1877
2628,1878
2629,1879
2630,1880
2630,1881
2631,1882
2632,1883
2633,1884
2636,1885
2639,1886
2640,1887
2642,1888
2642,1889
2644,1890
2645,1891
2648,1892
2652,1893
2654,1894
2659,1895
2660,1896
2661,1897
2663,1898
2664,1899
2664,1900
2667,1901
2668,1902
2669,1903
2670,1904
2671,1905
2675,1906
2676,1907
2677,1908
2678,1909
2679,1910
2679,1911
2682,1912
2683,1913
2685,1914
2686,1915
2687,1916
2688,1917
2690,1918
2691,1919
2692,1920
2695,1921
2696,1922
2697,1923
2698,1924
2699,1925
2700,1926
2700,1927
2701,1928
2702,1929
2703,1930
2704,1931
2706,1931
2707,1932
2708,1933
2710,1933
2712,1933
2715,1934
2716,1935
2718,1936
2719,1937
2720,1938
2722,1939
2724,1940
2725,1941
2726,1941
2727,1941
2729,1942
2730,1943
2731,1944
2732,1945
2733,1946
2734,1947
2736,1948
2738,1949
2740,1950
2741,1951
2743,1952
2744,1952
2745,1952
2746,1953
2747,1954
2747,1955
2748,1956
2750,1957
2752,1958
2754,1959
2755,1959
2756,1959
2757,1960
2758,1961
2760,1962
2762,1963
2763,1964
2764,1965
2765,1966
2767,1967
2768,1968
2770,1969
2771,1970
2772,1971
2773,1971
2774,1972
2777,1973
2780,1974
2781,1975
2782,1976
2783,1977
2784,1977
2785,1978
2789,1979
2790,1980
2791,1981
2792,1982
2794,1983
2795,1984
2796,1985
2797,1986
2799,1987
2799,1988
2800,1989
2801,1990
2804,1991
2804,1992
2805,1993
2807,1993
2808,1994
2810,1995
2811,1996
2812,1997
2813,1998
2814,1999
2817,2000
2818,2001
2819,2002
2820,2003
2822,2004
2825,2005
2826,2006
2828,2006
2829,2007
2830,2008
2831,2009
2832,2010
2833,2011
2836,2012
2837,2013
2839,2014
2842,2014
2843,2015
2843,2016
2844,2017
2845,2018
2846,2019
2847,2019
2848,2020
2849,2021
2850,2022
2851,2023
2852,2024
2852,2025
2854,2026
2855,2027
2856,2028
2858,2029
2862,2030
2863,2031
2865,2032
2866,2033
2868,2034
2869,2035
2872,2036
2873,2037
2874,2038
2875,2039
2876,2040
2879,2041
2880,2042
2881,2043
2884,2044
2885,2045
2886,2046
2887,2046
2889,2047
2890,2048
2891,2048
2894,2049
2895,2050
2896,2051
2897,2052
2898,2053
2899,2054
2900,2055
2901,2056
2903,2057
2904,2058
2905,2059
2906,2060
2907,2061
2907,2062
2908,2063
2910,2063
2911,2064
2913,2065
2913,2066
2916,2067
2917,2068
2918,2069
2918,2070
2919,2071
2921,2072
2923,2073
2924,2074
2925,2075
2926,2076
2927,2077
2929,2078
2930,2078
2931,2079
2932,2080
2935,2081
2936,2082
2937,2083
2938,2084
2940,2085
2943,2086
2945,2087
2946,2088
2947,2089
2952,2090
2954,2091
2957,2092
2958,2092
2959,2093
2961,2094
2962,2095
2964,2096
2965,2097
2966,2098
2969,2099
2971,2100
2973,2101
2974,2102
2975,2103
2978,2104
2979,2105
2981,2106
2983,2107
2984,2108
2986,2109
2987,2110
2988,2111
2988,2112
2989,2113
2991,2114
2992,2115
2994,2116
2995,2117
2996,2118
2999,2119
3000,2120
3002,2121
3003,2122
3004,2123
3006,2124
3007,2125
3009,2126
3009,2127
3010,2128
3013,2129
3014,2130
3015,2131
3017,2132
3018,2133
3019,2134
3021,2135
3023,2136
3026,2137
3028,2138
3030,2139
3031,2140
3032,2141
3033,2142
3038,2143
3039,2144
3040,2145
3042,2146
3043,2147
3044,2148
3046,2149
3047,2150
3049,2151
3049,2152
3051,2153
3051,2154
3053,2155
3054,2156
3055,2157
3056,2158
3058,2159
3059,2160
3060,2161
3063,2162
3064,2163
3065,2164
3066,2165
3067,2166
3068,2167
3069,2168
3069,2169
3070,2170
3071,2171
3072,2172
3073,2173
3074,2174
3075,2174
3076,2175
3076,2176
3078,2177
3079,2178
3080,2179
3080,2180
3081,2181
3084,2181
3085,2182
3086,2183
3087,2184
3089,2184
3091,2185
3092,2186
3094,2187
3096,2188
3096,2189
3097,2190
3098,2191
3099,2192
3100,2193
3102,2193
3103,2194
3104,2195
3104,2196
3105,2197
3106,2197
3107,2198
3109,2199
3111,2200
3112,2200
3114,2201
3115,2202
3116,2203
3118,2204
3119,2205
3120,2206
3121,2207
3122,2208
3123,2209
3124,2210
3126,2211
3127,2212
3128,2213
3128,2214
3129,2215
3130,2216
3130,2217
3131,2218
3132,2219
3133,2220
3135,2221
3136,2222
3140,2222
3141,2223
3142,2223
3144,2224
3145,2225
3146,2226
3151,2226
3152,2227
3153,2228
3156,2229
3157,2230
3158,2231
3158,2232
3159,2233
3162,2234
3162,2235
3163,2236
3164,2237
3165,2238
3167,2239
3169,2240
3169,2241
3170,2242
3172,2243
3173,2244
3173,2245
3175,2246
3177,2247
3178,2248
3179,2249
3180,2250
3181,2250
3182,2251
3183,2252
3184,2253
3185,2254
3186,2255
3188,2256
3189,2257
3190,2258
3192,2259
3193,2260
3193,2261
3194,2262
3195,2263
3198,2264
3200,2265
3201,2266
3201,2267
3202,2268
3203,2269
3206,2270
3208,2271
3211,2272
3212,2273
3215,2274
3215,2275
3217,2276
3217,2277
3219,2278
3223,2279
3224,2280
3225,2281
3226,2282
3227,2283
3231,2284
3232,2285
3233,2286
3234,2287
3235,2288
3235,2289
3237,2290
3239,2291
3240,2292
3242,2293
3243,2294
3244,2295
3245,2296
3247,2297
3248,2298
3249,2299
3250,2299
3251,2300
3252,2301
3253,2302
3254,2303
3256,2304
3259,2305
3262,2306
3263,2306
3266,2307
3267,2308
3269,2309
3270,2310
3270,2311
3272,2312
3273,2313
3274,2314
3275,2314
3275,2315
3277,2316
3280,2317
3280,2318
3281,2319
3282,2320
3283,2321
3284,2322
3286,2323
3287,2324
3288,2325
3289,2326
3290,2327
3291,2328
3293,2329
3294,2330
3295,2331
3296,2332
3297,2333
3297,2334
3301,2335
3302,2336
3304,2337
3305,2338
3307,2339
3308,2340
3309,2341
3310,2342
3311,2343
3312,2344
3314,2345
3314,2346
3315,2347
3316,2348
3317,2349
3320,2350
3320,2351
3323,2352
3325,2353
3326,2353
3328,2354
3329,2355
3330,2355
3330,2356
3331,2357
3333,2358
3334,2359
3335,2360
3336,2361
3337,2362
3338,2363
3339,2364
3341,2365
3343,2366
3345,2367
3348,2368
3349,2369
3350,2370
3352,2370
3354,2370
3355,2371
3357,2372
3358,2373
3359,2374
3361,2375
3362,2376
3363,2377
3365,2378
3367,2379
3368,2380
3369,2381
3370,2382
3371,2383
3372,2384
3374,2385
3375,2386
3376,2387
3378,2388
3379,2389
3380,2390
3382,2391
3382,2392
3383,2393
3384,2394
3385,2395
3386,2396
3387,2397
3388,2398
3392,2399
3392,2400
3393,2401
3394,2402
3395,2403
3396,2404
3397,2405
3398,2406
3400,2407
3401,2408
3402,2409
3403,2410
3404,2410
3405,2411
3406,2412
3407,2413
3408,2414
3409,2415
3410,2416
3412,2417
3412,2418
3413,2419
3413,2420
3414,2421
3415,2422
3416,2423
3417,2424
3419,2425
3420,2426
3422,2427
3424,2428
3424,2429
3426,2430
