created_on,campaign,device_id
2/7/14 22:58,CXY554,1852
10/17/14 18:19,9NCC6I,449
3/7/16 7:38,DGLPMQ,1820
10/25/15 7:10,1TZQDZ,2883
2/10/17 17:52,MOTVAN,2750
2/10/17 0:57,CPIAHO,260
9/11/15 15:08,E35Y1Z,2456
1/25/17 4:46,S1LZNC,309
8/24/16 6:52,Z53CMW,3652
4/26/14 2:56,AKO0SH,3374
8/19/15 5:10,88UQUQ,1424
2/22/17 12:53,6JI9BO,417
6/12/16 2:17,9VTGJV,4570
11/20/13 10:32,YUHQJ6,2431
7/13/16 15:48,3J5HIF,1168
12/15/16 5:11,VR88YD,3505
7/27/16 22:54,Y59GNL,3369
2/8/15 10:18,WELZTZ,1966
7/28/14 9:24,Z53CMW,1969
2/2/16 18:31,OXIJAT,4708
10/17/15 22:45,E35Y1Z,3540
5/12/15 11:53,LASSQ7,2315
1/11/16 21:35,AEJF2Y,2352
2/2/16 10:41,CPIAHO,1942
4/10/16 15:35,0837KH,4734
4/19/16 0:50,9XR7SO,2288
5/4/16 1:27,INNIQD,2589
5/4/15 5:35,6HBW2A,2312
11/7/16 3:33,DB2JA9,1061
2/26/17 19:54,AKO0SH,1432
1/14/17 10:47,WL07ZB,3083
11/2/16 0:29,VR88YD,3635
11/24/15 13:22,RK2JMQ,1678
8/15/16 19:58,0IBF68,4000
6/28/16 15:29,6H7SPL,632
8/30/16 1:56,MOTVAN,3060
11/11/16 22:51,9XR7SO,2471
3/23/15 19:13,5MNE1Q,1763
10/12/14 22:44,15R3D0,3509
2/7/17 8:22,ZZGRSM,480
12/8/15 8:32,6XC4I2,457
5/9/16 15:28,6XC4I2,2124
8/5/16 11:40,OGMRY2,4946
5/20/16 8:55,SE5X9U,536
5/30/16 8:14,D8IC8B,1661
2/5/15 14:48,TTFAQ5,3595
12/4/14 12:51,S1LZNC,719
2/5/15 3:05,I5UB5Y,3237
1/18/17 3:42,AKO0SH,1664
8/25/16 16:36,Q9M5DZ,1569
11/12/16 23:01,1ZDQF0,4008
12/7/15 14:44,WL07ZB,2243
10/7/15 6:21,0837KH,2905
11/6/16 3:21,HEXXCK,4735
6/22/14 2:10,YUHQJ6,3853
2/14/17 9:08,UROFMZ,4414
2/27/17 20:51,IWTQ5T,318
6/10/16 6:37,4YEH04,3175
8/2/16 13:01,ZZGRSM,891
7/12/16 18:53,D2KOV6,438
11/20/16 11:11,SE5X9U,3159
11/6/15 16:07,7377FX,1886
2/22/17 4:02,ZGJ4CZ,4456
2/28/16 10:01,6JI9BO,3478
2/25/15 0:03,U6S82Y,3858
2/4/17 0:33,TI1ZOJ,3694
2/12/17 19:37,UYDA8D,2412
11/29/15 3:32,OGMRY2,3091
6/29/16 6:58,YEB8I4,3947
8/8/16 7:59,705605,2977
2/26/17 11:57,83RCJF,1127
11/1/16 0:06,T6E9B9,2009
7/11/15 1:25,QE0LB4,2088
11/23/15 19:30,AKO0SH,437
5/24/16 15:31,FE91LN,248
1/8/17 21:33,DB2JA9,2993
12/4/15 3:59,UROFMZ,3674
2/20/17 11:51,A20MP6,3336
11/18/15 8:51,2IIPKA,595
7/27/16 4:18,VR88YD,2510
3/24/14 13:02,Z53CMW,4676
1/11/14 21:08,1BRIGC,4766
8/21/15 10:24,PVPBJ0,3358
11/27/16 17:09,9VTGJV,1875
12/4/16 15:52,D8IC8B,4109
12/10/15 18:05,DMWLE1,4509
9/17/15 17:52,2IIPKA,1483
12/14/16 13:04,DGLPMQ,4245
6/24/16 10:30,C4KVI2,4599
11/16/16 8:13,FE91LN,3364
2/24/16 11:22,8DYGHW,2632
1/12/17 17:45,2IIPKA,291
8/25/15 21:53,CXY554,4675
2/9/17 21:50,UYDA8D,3164
12/25/16 3:58,5IHLGC,1062
5/8/15 23:08,2IIPKA,1487
10/14/14 9:59,FE91LN,1327
4/17/16 23:41,6R883F,3730
1/17/17 18:03,T6E9B9,3935
8/26/15 2:50,D2KOV6,459
8/22/16 6:44,Y59GNL,1335
5/30/15 9:42,RU7BDI,2314
11/16/15 23:53,DGLPMQ,4230
11/8/15 21:41,ZDNTT7,2941
5/26/16 13:03,TJ5GIL,366
12/12/16 19:51,CXY554,3826
2/28/16 3:25,YUHQJ6,4467
11/13/16 5:08,ZBW0OM,946
10/16/16 18:33,T8RNOQ,91
5/15/16 8:06,RVHAGO,1094
11/24/16 7:49,Z53CMW,4503
2/9/17 8:18,72C6Y3,2186
12/13/15 10:13,PVPBJ0,4840
11/6/13 9:17,6XC4I2,3867
12/15/16 6:54,RK2JMQ,2952
1/29/17 5:51,Y59GNL,3644
6/16/16 23:35,TJ5GIL,2729
12/24/16 2:14,YUHQJ6,3287
1/25/17 18:37,U6S82Y,1179
7/8/14 6:57,5MNE1Q,2117
7/3/15 19:48,CXY554,966
2/16/16 10:25,705605,508
9/12/14 14:12,5MNE1Q,3147
11/19/16 0:21,TJ5GIL,1641
1/4/17 11:52,TJ5GIL,1064
11/9/15 7:40,DMWLE1,3144
11/15/16 0:10,R6T7R0,2118
1/11/17 14:56,OXIJAT,4730
3/3/16 13:56,HEXXCK,4512
4/15/16 22:03,D48AHX,3512
1/6/17 14:17,A20MP6,3249
6/26/16 19:17,DMWLE1,1003
10/6/15 2:43,YUHQJ6,133
12/23/15 12:18,ZDNTT7,3638
12/24/14 7:14,HLWXVF,3340
11/12/16 11:32,S1LZNC,2299
2/16/17 5:38,SE5X9U,590
7/18/16 23:31,OXIJAT,2558
2/5/16 14:10,9NCC6I,3427
6/23/16 20:26,IWTQ5T,1967
7/27/16 2:12,UROFMZ,2578
7/16/16 4:15,98WM2K,1952
9/7/16 17:49,VB9NP0,2487
10/31/16 8:09,LASSQ7,1005
8/6/15 1:20,UYDA8D,3152
11/16/15 21:37,VB9NP0,1606
2/25/16 21:21,3J5HIF,1616
11/4/16 10:54,AEJF2Y,3710
2/20/17 3:47,A20MP6,1915
11/12/16 19:29,XGB35V,383
3/9/15 8:18,YUHQJ6,4258
12/22/16 0:59,S1LZNC,425
12/14/16 3:19,JFJFGZ,3896
11/13/13 4:26,PVPBJ0,4036
9/6/16 22:16,6H7SPL,2618
12/11/16 10:54,1BRIGC,2415
7/27/16 18:21,RK2JMQ,4504
1/22/16 11:53,HEXXCK,3781
7/8/16 6:27,705605,3747
10/22/15 2:15,A20MP6,3127
2/19/16 12:55,Z53CMW,1208
3/14/16 4:23,VR88YD,711
6/18/16 9:55,LASSQ7,1373
2/6/17 1:27,QE0LB4,1599
1/28/17 18:03,6JI9BO,1346
1/23/17 3:11,TVGAEO,1893
12/10/16 20:06,6R883F,806
7/24/16 3:15,7377FX,1221
1/23/16 19:46,705605,1243
5/16/15 2:23,1TZQDZ,1104
1/15/14 22:45,JFJFGZ,3313
10/4/15 12:21,VX597U,730
1/26/16 3:21,PVPBJ0,4213
11/30/16 0:50,Y59GNL,1766
9/26/16 3:20,RK2JMQ,3122
5/2/16 7:19,MOTVAN,2004
12/11/15 1:01,C4KVI2,645
9/29/16 8:25,JFJFGZ,1377
11/9/16 1:54,98WM2K,204
6/13/16 1:29,1TNQYO,1567
11/10/16 13:15,OGMRY2,180
3/3/14 11:17,4YEH04,285
6/29/16 0:26,ZZGRSM,3102
2/3/16 1:19,1TZQDZ,4192
2/5/16 4:51,VR88YD,2376
8/15/15 18:51,VR88YD,4799
9/15/16 22:21,FV36OA,3218
3/6/16 20:00,AKO0SH,1161
1/5/17 17:43,AKO0SH,3799
2/17/17 4:57,Q9M5DZ,312
9/27/16 2:49,705605,3304
5/28/16 7:14,D8IC8B,3498
4/19/16 12:30,CXY554,3870
6/11/16 7:58,XUL7TT,4420
12/13/15 9:46,XUL7TT,3252
9/18/15 16:44,S1LZNC,3350
6/22/16 21:17,YEB8I4,2365
1/7/17 18:03,CPIAHO,2745
12/24/16 1:48,JFJFGZ,3802
2/12/17 17:23,VX597U,1724
6/3/16 12:27,PVPBJ0,2281
10/20/15 22:31,OGMRY2,3123
5/18/15 19:03,VX597U,4296
2/25/17 0:23,CPIAHO,2954
5/3/16 8:46,GCP82I,1777
10/15/16 3:29,6JI9BO,3988
4/14/16 8:59,HLWXVF,3590
7/26/16 13:18,T6E9B9,479
1/21/15 12:11,QSY7GR,3377
12/13/16 8:37,UYDA8D,1453
6/29/16 15:20,FV36OA,2252
12/16/15 8:54,WELZTZ,663
4/17/16 20:54,I5UB5Y,3138
2/17/17 8:48,EH7LXL,656
12/25/15 6:09,DGLPMQ,4913
2/17/17 9:52,VB9NP0,4751
7/29/16 18:25,FE91LN,4301
12/13/16 1:08,7ZSWCS,1778
12/29/15 10:09,HLWXVF,2973
12/7/15 3:26,VOR12L,2774
1/23/17 8:18,8DYGHW,2222
6/29/16 19:17,7377FX,4166
10/23/16 22:47,VX597U,124
2/20/17 4:55,INNIQD,5
2/28/15 4:18,Y59GNL,1513
7/19/16 16:07,MOTVAN,4147
5/2/16 17:29,VOR12L,4818
11/23/16 15:28,RK2JMQ,4646
10/31/16 1:59,1LYW47,622
8/22/16 4:55,INNIQD,1580
12/24/16 19:24,6XC4I2,1032
2/23/17 20:39,VB9NP0,4400
1/27/17 0:48,OKAJCV,4493
7/2/16 9:46,MOTVAN,1421
11/4/15 23:44,RVHAGO,4179
6/16/15 1:42,7377FX,1844
5/28/15 10:43,U3J25C,2871
1/1/16 10:24,WELZTZ,1306
1/9/16 13:56,VX597U,2518
2/27/17 16:52,0837KH,3777
5/21/14 2:30,Z53CMW,1955
6/24/14 12:27,T6E9B9,3527
11/1/15 1:38,OXIJAT,4684
11/23/15 8:12,0837KH,1878
3/30/16 7:05,WL07ZB,278
2/19/17 6:17,HLWXVF,4369
11/19/15 17:34,1UV5W9,1570
11/8/16 17:49,RVHAGO,2859
9/24/16 22:45,3DNOOD,1825
8/26/16 3:47,HEXXCK,1455
12/19/15 2:51,9XR7SO,2856
6/26/16 3:42,TVGAEO,3749
3/1/16 6:47,705605,3142
12/29/16 0:53,Z53CMW,2251
1/16/17 15:30,AEJF2Y,588
4/21/16 22:11,1ZDQF0,892
5/10/16 7:19,Y59GNL,4578
2/16/15 21:37,0837KH,3641
1/23/17 3:58,1TZQDZ,405
9/25/16 23:28,U6S82Y,1976
7/17/15 12:38,XGB35V,1602
1/12/17 3:08,IWTQ5T,3946
9/2/16 22:37,JFJFGZ,3902
12/2/16 5:37,T8RNOQ,910
9/5/14 6:03,GCP82I,1229
6/16/15 9:56,CPIAHO,2047
11/27/15 5:33,ZDNTT7,1103
1/5/17 20:32,T6E9B9,2087
10/20/13 12:53,88UQUQ,1829
5/15/15 3:51,6R883F,3213
11/4/16 7:19,3DNOOD,4137
2/18/16 17:33,D8IC8B,528
2/6/17 10:15,1LYW47,1701
12/5/16 12:54,QE0LB4,304
1/19/17 11:29,ZBW0OM,3009
12/30/16 10:14,AKO0SH,4522
9/4/16 7:53,AKO0SH,1109
8/31/16 19:34,Q9M5DZ,2205
2/20/17 16:58,D2KOV6,1511
10/2/15 16:19,HEXXCK,3096
5/18/16 17:51,VX597U,3392
5/10/16 23:43,D2KOV6,3597
5/29/16 23:29,JFJFGZ,593
1/27/17 7:01,3DNOOD,403
11/4/16 8:46,6R883F,3479
12/25/16 8:46,MOTVAN,4546
11/19/16 20:37,YEB8I4,4764
12/28/16 16:56,VR88YD,1259
10/23/14 17:02,D48AHX,1655
7/30/15 3:35,88UQUQ,2516
9/26/16 15:36,4YEH04,1170
5/16/15 10:15,U3J25C,4421
2/28/17 2:05,9NCC6I,471
10/20/15 1:41,OKAJCV,4384
7/9/16 21:48,5MNE1Q,826
11/6/16 9:58,83RCJF,4191
6/3/16 8:57,PVPBJ0,935
2/2/14 0:27,0837KH,2309
7/31/16 21:15,88UQUQ,576
12/16/16 4:14,1TNQYO,1144
9/18/16 18:51,HLE0F9,1998
4/3/15 14:52,15R3D0,1122
3/30/15 12:03,Z53CMW,971
8/5/14 21:46,D8IC8B,2357
6/26/16 10:36,Z53CMW,1422
1/14/16 0:05,6R883F,178
10/14/16 17:50,I5UB5Y,235
11/28/15 5:29,DMWLE1,1697
11/7/15 21:31,EJ2PRK,4699
11/3/16 13:16,OGMRY2,102
5/8/16 13:26,I5UB5Y,1549
11/1/16 11:33,FE91LN,1723
7/30/16 0:17,E35Y1Z,2643
8/5/16 7:13,QY02HA,4695
1/2/17 17:59,DGLPMQ,282
2/6/17 14:59,6XC4I2,4547
3/22/14 0:07,6HBW2A,3232
7/27/16 19:27,D48AHX,1552
10/7/16 10:03,XUL7TT,3269
10/29/16 1:39,RVHAGO,4980
2/28/17 0:04,Q9M5DZ,3572
12/25/16 21:20,QSY7GR,1905
11/8/16 11:18,3J5HIF,3263
10/27/15 3:31,98WM2K,3553
10/4/16 4:02,ZDNTT7,628
11/22/16 13:14,D48AHX,2678
11/11/16 14:38,5MNE1Q,3724
11/24/16 0:15,A20MP6,818
6/3/16 9:59,QY02HA,1669
12/30/14 14:36,TVGAEO,1356
3/15/15 12:16,3J5HIF,2333
8/31/16 11:37,GCP82I,3250
10/28/15 17:58,FE91LN,4553
11/2/16 10:15,2IIPKA,3285
11/28/16 6:44,U6S82Y,3345
2/21/16 4:55,RVHAGO,3209
11/29/16 13:25,MOTVAN,3603
4/30/16 12:19,EH7LXL,2139
2/21/17 11:01,U3J25C,683
1/18/16 21:13,HLWXVF,3071
2/4/17 12:38,1BRIGC,2610
10/15/16 1:40,6XC4I2,1441
3/13/16 0:37,HLE0F9,1575
2/6/17 1:42,3J5HIF,4931
2/21/17 18:36,BW2R0T,4821
7/16/16 14:53,EJ2PRK,3119
6/22/16 23:43,72C6Y3,2119
12/21/16 0:43,OXIJAT,100
8/6/16 9:33,A20MP6,3475
10/15/14 17:04,RVHAGO,4609
1/23/17 0:33,GCP82I,4789
10/3/16 12:04,6R883F,1047
6/7/16 11:50,OGMRY2,105
3/26/16 23:27,1TZQDZ,2681
3/1/16 4:17,72C6Y3,4426
10/2/16 22:08,15R3D0,621
12/24/16 16:40,D48AHX,2830
9/5/15 4:50,EH7LXL,3711
1/16/14 0:47,MOTVAN,4224
12/28/16 5:22,D8IC8B,2055
12/12/16 12:33,72C6Y3,1535
10/28/16 5:25,6HBW2A,3275
4/29/16 22:52,FE91LN,290
9/22/14 10:43,CPIAHO,918
9/29/15 17:16,98WM2K,3861
7/31/14 22:10,88UQUQ,3291
8/18/16 21:29,4YEH04,3171
3/9/16 6:56,LASSQ7,3911
4/28/16 17:35,OGMRY2,1612
9/20/16 2:12,TJ5GIL,2020
2/24/16 13:21,MOTVAN,2166
11/10/16 6:48,RU7BDI,2223
5/16/15 15:51,1TZQDZ,1695
7/4/16 11:12,EH7LXL,859
3/21/14 7:48,QY02HA,466
10/22/16 12:17,EH7LXL,4299
1/15/15 6:34,1ZDQF0,3643
2/5/14 14:42,VR88YD,4289
1/19/16 23:54,TI1ZOJ,1142
9/28/15 9:03,D8IC8B,3864
7/17/16 16:41,ZDNTT7,3327
6/10/16 19:59,WELZTZ,3346
1/18/17 19:33,Z53CMW,370
2/1/17 8:12,AKO0SH,3186
7/18/16 5:28,3DNOOD,512
10/30/16 7:38,3DNOOD,2921
11/16/15 1:53,AEJF2Y,1338
4/16/16 8:13,VR88YD,4936
2/28/16 8:59,T6E9B9,4519
7/1/16 22:51,RVHAGO,644
7/23/16 17:40,VOR12L,3872
12/2/15 18:49,D2KOV6,3203
12/22/16 9:00,1BRIGC,2159
2/22/17 5:52,88UQUQ,3610
11/15/16 0:11,7377FX,2781
1/22/17 14:32,4YEH04,4688
1/18/16 10:45,1TNQYO,2062
1/13/17 2:55,TVGAEO,4529
8/19/16 20:46,I5UB5Y,3429
11/1/15 2:31,Y59GNL,3420
11/29/15 9:35,E35Y1Z,1007
3/20/16 13:07,0837KH,3591
11/14/15 10:15,INNIQD,2449
2/17/15 23:36,T6E9B9,353
10/2/15 10:01,6XC4I2,2305
5/4/16 9:05,TVGAEO,1989
11/21/16 21:04,QY02HA,895
5/25/16 0:29,HEXXCK,2884
8/12/16 4:35,9VTGJV,2514
1/16/17 9:20,MOTVAN,4346
4/3/15 17:22,AKO0SH,680
8/24/15 22:00,7ZSWCS,3809
12/1/16 1:13,XUL7TT,2298
2/27/16 15:20,1ZDQF0,4319
2/7/17 15:32,DB2JA9,230
12/22/16 19:13,D2KOV6,3982
4/9/16 17:24,WELZTZ,4784
10/30/15 16:52,INNIQD,541
1/15/17 7:26,ZZGRSM,1053
1/2/17 9:43,6JI9BO,4439
11/26/15 17:46,EH7LXL,2949
6/3/15 20:17,1UV5W9,380
8/5/16 15:56,6H7SPL,1274
1/24/17 19:58,QY02HA,3268
10/28/16 0:03,VR88YD,2920
11/19/15 21:03,RK2JMQ,1460
10/15/16 5:53,OXIJAT,3101
9/9/16 11:06,98WM2K,2180
6/25/15 10:57,0IBF68,4271
8/31/16 18:33,HLE0F9,2527
6/21/16 5:53,Y59GNL,2046
2/5/17 14:19,VOR12L,1255
1/10/14 15:32,705605,3868
11/13/16 13:48,XUL7TT,152
12/4/16 8:58,IWTQ5T,1350
2/20/17 6:02,1TNQYO,3389
2/2/17 17:27,72C6Y3,763
7/30/15 9:50,UROFMZ,335
2/7/17 23:56,T8RNOQ,1601
11/19/16 21:16,DGLPMQ,4286
9/11/16 5:34,1LYW47,3739
5/13/16 5:56,XUL7TT,1791
1/22/16 9:33,IWTQ5T,2115
11/28/15 4:23,88UQUQ,2545
2/19/15 6:00,BW2R0T,97
2/19/17 20:56,QSY7GR,2215
4/8/16 15:33,3J5HIF,4657
12/11/16 0:41,TTFAQ5,2295
10/26/16 6:31,6R883F,2128
2/11/17 15:25,DB2JA9,258
10/11/16 4:02,7ZSWCS,2597
1/31/17 23:11,HLWXVF,240
3/4/15 19:57,CXY554,4579
8/3/15 5:48,7377FX,4911
8/27/16 16:19,RK2JMQ,4886
11/29/16 19:57,OGMRY2,315
12/10/15 23:09,MOTVAN,1110
7/23/15 15:37,E35Y1Z,4958
9/30/16 13:16,72C6Y3,2406
2/1/17 5:46,I5UB5Y,726
4/4/16 9:30,BW2R0T,162
10/31/16 17:37,9NCC6I,1257
12/16/16 15:52,1TNQYO,423
